gene_id	uniprot_accession	Gene.Ontology.IDs
g13468	P19630	GO:0005185; GO:0005576
g15109	Q641X2	GO:0001650; GO:0001711; GO:0005634; GO:0005813; GO:0006368; GO:0016055; GO:0016593; GO:0019827; GO:0031124; GO:0032968; GO:0045638; GO:0045944; GO:1990269
g15101	Q96EN8	GO:0005829; GO:0006777; GO:0008265; GO:0016829; GO:0030151; GO:0030170; GO:0032324; GO:0043545; GO:0102867
g7524	Q9QXL2	GO:0003777; GO:0005524; GO:0005829; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0008574; GO:0016887; GO:0030425; GO:0031113; GO:0031114; GO:0043622; GO:0044295; GO:0071532; GO:1902667
g7521	P43353	GO:0004028; GO:0004029; GO:0004030; GO:0005737; GO:0005829; GO:0005886; GO:0006066; GO:0006068; GO:0006081; GO:0006629; GO:0006979; GO:0018477; GO:0018479; GO:0030149; GO:0030667; GO:0031982; GO:0034599; GO:0035579; GO:0046185; GO:0070062
g5960	Q58EL2	GO:0005778; GO:0005783; GO:0005789; GO:0030548; GO:0031410; GO:0051131; GO:2000010
g14279	Q2EI20	GO:0000381; GO:0001666; GO:0001764; GO:0005634; GO:0005737; GO:0007626; GO:0010629; GO:0014043; GO:0021610; GO:0021754; GO:0021785; GO:0042551; GO:0045666; GO:0045667; GO:0045879; GO:0045892; GO:0045944; GO:0046872; GO:0060831; GO:0097475
g14278	Q6AYT4	GO:0004865; GO:0005634; GO:0005737; GO:0016604; GO:0030307; GO:0032436; GO:0044818
g14273	P97872	GO:0004031; GO:0004497; GO:0004499; GO:0005789; GO:0005829; GO:0006629; GO:0006805; GO:0047822; GO:0050660; GO:0050661; GO:0070995; GO:0090181; GO:0106294
g11179	Q9R1P4	GO:0000502; GO:0001530; GO:0002376; GO:0002862; GO:0005634; GO:0005654; GO:0005813; GO:0005829; GO:0005839; GO:0019773; GO:0043161
g5380	P15919	GO:0002250; GO:0002331; GO:0004519; GO:0004842; GO:0005634; GO:0005654; GO:0006310; GO:0006325; GO:0008270; GO:0008542; GO:0030183; GO:0033077; GO:0033151; GO:0042393; GO:0042802; GO:0042803; GO:0043029; GO:0043565; GO:0045580; GO:0045582; GO:0046872; GO:0048538; GO:0051865; GO:0061630; GO:0070233; GO:0070244; GO:0097519; GO:1905347; GO:2000822
g11175	F1N2K1	GO:0001735; GO:0005764; GO:0030327; GO:0030328; GO:0034361; GO:0071949
g10883	Q8R367	GO:0001650; GO:0003924; GO:0003925; GO:0005525; GO:0005654; GO:0005829; GO:0005886; GO:0008285; GO:0009725; GO:0019003; GO:0030308
g10884	Q9NB33	GO:0003735; GO:0005840; GO:0006412; GO:1990904
g10889	Q75V66	GO:0001778; GO:0005229; GO:0005254; GO:0005789; GO:0005886; GO:0031982; GO:0034220; GO:0046983; GO:1902476
g5039	NA	NA
g5030	NA	NA
g6606	P23358	GO:0003735; GO:0005634; GO:0005730; GO:0005737; GO:0006412; GO:0014069; GO:0022625; GO:0022626; GO:0045202; GO:0045901; GO:0070180
g6607	Q5ZK10	GO:0000045; GO:0000132; GO:0005634; GO:0005795; GO:0005813; GO:0005829; GO:0007030; GO:0008289; GO:0031468; GO:0043130; GO:0043161; GO:0046604; GO:0061025; GO:1904780; GO:1990730
g7956	NA	NA
g7951	NA	NA
g7950	NA	NA
g7952	G1SNY0	GO:0003735; GO:0006412; GO:0022625
g13145	P08594	GO:0004252; GO:0005615; GO:0006508
g13143	Q28FF3	GO:0016020; GO:0022857
g22048	Q9H6X2	GO:0001568; GO:0004888; GO:0005518; GO:0005886; GO:0009897; GO:0009986; GO:0010008; GO:0022414; GO:0030036; GO:0031258; GO:0031527; GO:0034446; GO:0046872; GO:0051015; GO:1901202
g15667	NA	NA
g23797	Q6PFP6	GO:0003958; GO:0005829; GO:0009055; GO:0010181; GO:0016226; GO:0016491; GO:0016653; GO:0016731; GO:0048471; GO:0050660; GO:0050661
g15668	NA	NA
g19950	Q6NVU2	GO:0000776; GO:0004722; GO:0005730; GO:0005739; GO:0005815; GO:0005977; GO:0006470; GO:0007084; GO:0016607; GO:0017018; GO:0030496; GO:0032154; GO:0046872; GO:0051301
g19955	Q9H867	GO:0005737; GO:0005829; GO:0016279; GO:0018022; GO:0018023; GO:0032780; GO:0032991; GO:0042054; GO:0051117
g11372	Q2PZL6	GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0005509; GO:0005886; GO:0007009; GO:0007156; GO:0007157; GO:0007219; GO:0008543; GO:0021987; GO:0022008; GO:0035329; GO:0043931; GO:0045177; GO:0048565; GO:0060122; GO:0072006; GO:0072137; GO:0072307; GO:0098609
g11371	Q9QX15	GO:0005229; GO:0005886; GO:0006508; GO:0006821; GO:0008237; GO:0046872
g11370	Q9D7Z6	GO:0005229; GO:0005254; GO:0005576; GO:0005886; GO:0005902; GO:0006508; GO:0006816; GO:0006821; GO:0008237; GO:0016020; GO:0030141; GO:0042589; GO:0046872; GO:0071456
g8010	Q00130	
g23962	NA	NA
g23960	Q92805	GO:0000139; GO:0001669; GO:0005794; GO:0005802; GO:0005829; GO:0048471
g20093	Q02543	GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0006412; GO:0016020; GO:0022625; GO:0022626
g20321	Q8IZF6	GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020
g20322	Q8CJ12	GO:0004930; GO:0005829; GO:0005886; GO:0007166; GO:0007189; GO:0016324
g17009	NA	NA
g17008	A0ZSK3	GO:0005576; GO:0031640; GO:0090729
g17007	P96579	GO:0005737; GO:0008999; GO:1990189
g17005	Q9D5E4	GO:0005929; GO:0005930; GO:0036126
g13785	Q9QYM0	GO:0005524; GO:0005796; GO:0005886; GO:0008559; GO:0010008; GO:0015216; GO:0015232; GO:0015562; GO:0015865; GO:0016020; GO:0016323; GO:0016324; GO:0016887; GO:0022884; GO:0030213; GO:0032496; GO:0032868; GO:0034634; GO:0034775; GO:0035351; GO:0042626; GO:0042908; GO:0042910; GO:0048471; GO:0055085; GO:0070730; GO:0070731; GO:0098838; GO:0140115; GO:0140359; GO:1901505
g13781	P81134	GO:0000220; GO:0000421; GO:0005765; GO:0005789; GO:0007042; GO:0009897; GO:0010008; GO:0030177; GO:0030424; GO:0030665; GO:0030672; GO:0032591; GO:0038023; GO:0045211; GO:0045851; GO:0090263; GO:1902600
g16660	Q5R7A2	GO:0004578; GO:0006487; GO:0006488; GO:0098554
g16662	NA	NA
g21054	Q2HJA9	GO:0005737; GO:0005929; GO:0007601; GO:0008277; GO:0030030; GO:0045880; GO:1902605
g21051	Q96LD8	GO:0000338; GO:0005829; GO:0006508; GO:0008234; GO:0016579; GO:0019784; GO:0043687
g7287	Q9UPR0	GO:0002322; GO:0002337; GO:0004435; GO:0005737; GO:0006629; GO:0007214; GO:0032228; GO:0035556; GO:0050811; GO:0050859; GO:0070679; GO:0120163
g4954	Q80TN7	GO:0005524; GO:0005634; GO:0005635; GO:0005640; GO:0016887; GO:0022008
g4950	Q4JIJ3	GO:0005829; GO:0008270; GO:0008705; GO:0009086; GO:0031419; GO:0032259; GO:0046653; GO:0050667
g7755	Q6GP15	GO:0005634
g2506	P00491	GO:0000255; GO:0001882; GO:0002060; GO:0004731; GO:0005576; GO:0005737; GO:0005829; GO:0006139; GO:0006148; GO:0006149; GO:0006157; GO:0006166; GO:0006204; GO:0006738; GO:0006955; GO:0009165; GO:0009410; GO:0032743; GO:0034418; GO:0034774; GO:0042102; GO:0042301; GO:0042802; GO:0043101; GO:0046059; GO:0046638; GO:0047975; GO:0070062; GO:1904813
g7750	Q62448	GO:0003729; GO:0003743; GO:0005737; GO:0006413; GO:0006446; GO:0008135; GO:0014069; GO:0016281; GO:0030424; GO:0045727; GO:0045773; GO:0060999
g7758	P25016	GO:0009851; GO:0016787
g4480	Q9QXF7	GO:0005506; GO:0005737; GO:0005789; GO:0006082; GO:0006805; GO:0008391; GO:0016712; GO:0019369; GO:0020037; GO:0042572; GO:0043231; GO:0070330
g10923	Q9IA79	GO:0005789; GO:0006915; GO:0006986; GO:0043066
g10926	Q9JME2	GO:0000139; GO:0001537; GO:0001701; GO:0002063; GO:0006915; GO:0007179; GO:0007585; GO:0008146; GO:0009791; GO:0016051; GO:0030166; GO:0030204; GO:0030206; GO:0030326; GO:0030512; GO:0033037; GO:0036342; GO:0042127; GO:0042733; GO:0043066; GO:0047756; GO:0048589; GO:0048703; GO:0048704; GO:0050659; GO:0051216
g4226	NA	NA
g4227	P83673	GO:0003796; GO:0005576; GO:0031640; GO:0050829; GO:0050830
g4220	Q6PCG7	GO:0005634; GO:0046872
g15790	P53619	GO:0000139; GO:0006888; GO:0006890; GO:0006891; GO:0015031; GO:0030126; GO:0051645
g7336	NA	NA
g13626	Q6PHY8	GO:0004791; GO:0005789; GO:0045454
g19083	Q8WPD0	GO:0030246
g19082	NA	NA
g16505	NA	NA
g16500	Q8NFG4	GO:0000122; GO:0001701; GO:0004857; GO:0005096; GO:0005634; GO:0005737; GO:0005764; GO:0005765; GO:0005813; GO:0005829; GO:0005886; GO:0005929; GO:0007043; GO:0007179; GO:0009267; GO:0010508; GO:0019899; GO:0030097; GO:0030511; GO:0031929; GO:0032006; GO:0032007; GO:0032008; GO:0032418; GO:0034198; GO:0035024; GO:0035556; GO:0043065; GO:0043491; GO:0044877; GO:0045820; GO:0046578; GO:0050673; GO:0050680; GO:0051898; GO:0070371; GO:0070373; GO:0072111; GO:0072686; GO:0097009; GO:0097193; GO:0120163; GO:1901723; GO:1901874; GO:1903444; GO:1904263; GO:1905672; GO:1990877; GO:2000973; GO:2001244
g19339	NA	NA
g19338	NA	NA
g22586	NA	NA
g22584	Q8ISH7	GO:0005179; GO:0005576; GO:0007218
g22585	NA	NA
g22583	NA	NA
g18062	Q7ZV35	GO:0003712; GO:0006357; GO:0016592
g23189	Q9I9L7	GO:0002221; GO:0004175; GO:0004197; GO:0005737; GO:0010954; GO:0032090; GO:0032731; GO:0043065; GO:0043525; GO:0045087; GO:0048703; GO:0050729; GO:0061702; GO:0070269; GO:0072558; GO:0097264
g23188	P45436	GO:0005739; GO:0008303; GO:0008656; GO:0009792; GO:0010954; GO:0016540; GO:0030042; GO:0030155; GO:0030163; GO:0031647; GO:0031965; GO:0040012; GO:0040028; GO:0040034; GO:0042659; GO:0042802; GO:0043204; GO:0043525; GO:0046716; GO:0048471; GO:0050829; GO:0097200; GO:0098793; GO:1900118; GO:1901046; GO:1902742; GO:1904747; GO:1905803; GO:1905808; GO:1905845
g4358	D3ZMM8	GO:0003333; GO:0005886; GO:0006809; GO:0015174; GO:0015179; GO:0015804; GO:0015820; GO:0015822; GO:0031460; GO:0034618; GO:0061459; GO:0106439; GO:1903826
g23238	Q4KLT0	GO:0004842; GO:0005737; GO:0008270; GO:0016020; GO:0016567
g20521	Q66H84	GO:0002224; GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0009931; GO:0032496; GO:0034097; GO:0035556; GO:0044351; GO:0051019; GO:0106310
g9751	NA	NA
g9750	O95786	GO:0002230; GO:0002735; GO:0002753; GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0005923; GO:0008270; GO:0009597; GO:0009615; GO:0010467; GO:0010628; GO:0015629; GO:0016887; GO:0030334; GO:0031625; GO:0032587; GO:0032725; GO:0032727; GO:0032728; GO:0032755; GO:0032757; GO:0032760; GO:0034344; GO:0038187; GO:0039529; GO:0042802; GO:0043330; GO:0045087; GO:0045944; GO:0051607; GO:0060760; GO:0071360; GO:0140374; GO:1990904
g9753	Q6I6G8	GO:0005737; GO:0006511; GO:0016567; GO:0030071; GO:0048814; GO:0061630; GO:0072686
g9752	Q8R5F7	GO:0003677; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0008270; GO:0009615; GO:0016887; GO:0016925; GO:0019904; GO:0032727; GO:0032728; GO:0032755; GO:0032760; GO:0038187; GO:0039530; GO:0042802; GO:0043021; GO:0045071; GO:0045087; GO:0051259; GO:0051607; GO:0060337; GO:0060760; GO:0071360; GO:0098586; GO:0140374
g19856	Q14588	GO:0003677; GO:0003700; GO:0005634; GO:0046872
g13811	Q05004	GO:0005576
g21695	B0BNF9	GO:0001561; GO:0003973; GO:0005777; GO:0005782; GO:0006545; GO:0006979; GO:0010181; GO:0046296; GO:0047969
g21698	Q9QUR2	GO:0000776; GO:0000922; GO:0001725; GO:0005813; GO:0005868; GO:0005869; GO:0005925; GO:0005938; GO:0030017
g3612	NA	NA
g3613	Q4JIM4	GO:0000139; GO:0005739; GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0006509; GO:0006915; GO:0007155; GO:0007219; GO:0016020; GO:0016485; GO:0030424; GO:0034205; GO:0035556; GO:0042325; GO:0042500; GO:0042982; GO:0045202; GO:0055074; GO:0060828; GO:0070765
g22918	Q91YT7	GO:0000932; GO:0001556; GO:0003729; GO:0005634; GO:0005737; GO:0005829; GO:0006402; GO:0007276; GO:0007284; GO:0010494; GO:0030155; GO:0034063; GO:0034451; GO:0043488; GO:0045087; GO:0045746; GO:0048598; GO:0050767; GO:0060339; GO:0061157; GO:0062153; GO:0070925; GO:0071425; GO:0098508; GO:1902036; GO:1903538; GO:1903679; GO:1990247; GO:2000232; GO:2000737
g22915	NA	NA
g6281	Q03347	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001501; GO:0001503; GO:0001701; GO:0001889; GO:0002062; GO:0002318; GO:0002667; GO:0003677; GO:0003700; GO:0005524; GO:0005604; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0007417; GO:0008285; GO:0009966; GO:0016513; GO:0030097; GO:0030182; GO:0030854; GO:0031069; GO:0032526; GO:0032729; GO:0032743; GO:0032991; GO:0035162; GO:0043371; GO:0043378; GO:0045595; GO:0045766; GO:0045892; GO:0045893; GO:0045944; GO:0048266; GO:0048663; GO:0048666; GO:0060216; GO:0071336; GO:0071560; GO:0140297; GO:1903431; GO:1990837; GO:1990841; GO:2000872
g5519	NA	NA
g5518	NA	NA
g2986	Q9D486	GO:0001701; GO:0005654; GO:0005829
g23651	Q9JMB8	GO:0005886; GO:0007156; GO:0007219; GO:0007411; GO:0030424; GO:0042734; GO:0045202; GO:0045747; GO:0050808; GO:0070593; GO:0098552; GO:0098632; GO:0098688; GO:0098793
g15707	NA	NA
g17907	Q9MYM7	GO:0000139; GO:0006486; GO:0008499; GO:0030259; GO:0047275
g1982	Q8CHR6	GO:0002058; GO:0005506; GO:0005737; GO:0005829; GO:0006145; GO:0006208; GO:0006210; GO:0006212; GO:0006214; GO:0006248; GO:0006249; GO:0007584; GO:0007623; GO:0009410; GO:0014070; GO:0017113; GO:0019483; GO:0019860; GO:0042802; GO:0042803; GO:0046050; GO:0046074; GO:0046079; GO:0050661; GO:0051539; GO:0071949
g1983	Q6NYG8	GO:0002058; GO:0005737; GO:0005829; GO:0006210; GO:0006212; GO:0006214; GO:0017113; GO:0019483; GO:0046872; GO:0050661; GO:0051539
g10674	NA	NA
g10676	A0JMD4	GO:0005245; GO:0005764; GO:0005765; GO:0006939; GO:0014866; GO:0015280; GO:0019722; GO:0031902; GO:0034702; GO:0035725; GO:0042802; GO:0072345; GO:0075509; GO:0080025; GO:0097682; GO:2000290
g10671	P28347	GO:0000785; GO:0000978; GO:0000981; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0006357; GO:0030307; GO:0035329; GO:0045893; GO:0045944; GO:0048568; GO:0065003; GO:0140552; GO:1902895; GO:1990837
g10670	Q9HB97	GO:0002040; GO:0003148; GO:0003779; GO:0004860; GO:0005634; GO:0005737; GO:0005886; GO:0005925; GO:0007155; GO:0007163; GO:0008360; GO:0015629; GO:0019904; GO:0030018; GO:0030027; GO:0030036; GO:0032991; GO:0034113; GO:0034446; GO:0044877; GO:0060271; GO:0070252; GO:0071670
g10673	Q8C180	GO:0001702; GO:0001759; GO:0002088; GO:0003281; GO:0005068; GO:0005104; GO:0005168; GO:0005737; GO:0005829; GO:0005886; GO:0005911; GO:0005912; GO:0007169; GO:0007405; GO:0008543; GO:0008595; GO:0030900; GO:0042981; GO:0043410; GO:0044344; GO:0046619; GO:0050678; GO:0060527; GO:0070307; GO:0070372; GO:1904707; GO:2000726
g607	Q3T178	GO:0000813; GO:0005737; GO:0005886; GO:0031397; GO:0031902; GO:0043162; GO:0043328; GO:0044877
g13375	P00504	GO:0004069; GO:0004609; GO:0005829; GO:0006094; GO:0006103; GO:0006107; GO:0006114; GO:0006531; GO:0006532; GO:0006533; GO:0006536; GO:0007219; GO:0019550; GO:0019551; GO:0030170; GO:0032869; GO:0047801; GO:0051384; GO:0055089
g13379	Q86B91	GO:0016020; GO:0030154; GO:0042478
g13378	NA	NA
g13596	Q4G0X4	GO:0006511; GO:0016567; GO:0042802; GO:0042826; GO:0045879; GO:0051260; GO:0097602
g13593	Q8C0J2	GO:0000045; GO:0000421; GO:0005737; GO:0005776; GO:0005829; GO:0005930; GO:0010508; GO:0015031; GO:0016236; GO:0016237; GO:0021766; GO:0022038; GO:0030424; GO:0034045; GO:0034274; GO:0034497; GO:0036020; GO:0039689; GO:0042802; GO:0043495; GO:0051020; GO:0051607; GO:0097225; GO:0098792; GO:0098930; GO:0098978; GO:0120095
g15438	NA	NA
g12426	Q8CJ40	GO:0001917; GO:0003779; GO:0005198; GO:0005200; GO:0005813; GO:0005814; GO:0005829; GO:0005886; GO:0007098; GO:0010457; GO:0010669; GO:0015629; GO:0019725; GO:0019894; GO:0032053; GO:0033365; GO:0035253; GO:0045494; GO:0045724; GO:0051649; GO:0051656; GO:0097729; GO:0120219; GO:1903566
g12424	Q8BLQ7	GO:0005886; GO:0006865; GO:0015171; GO:1905039
g15430	Q6P3P1	GO:0006915; GO:0046872
g15432	P38977	GO:0004867; GO:0005576; GO:0008201
g11991	Q5R664	GO:0000139; GO:0005198; GO:0005829; GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0030126
g18476	Q8QG64	GO:0005634; GO:0005737; GO:0006513; GO:0008270; GO:0016567; GO:0019005; GO:0031146; GO:0031463; GO:0031464; GO:0031465; GO:0031467; GO:0043161; GO:0045116; GO:0061630; GO:0061663; GO:0097602
g18475	Q0Q028	GO:0005576; GO:0042742; GO:0042832; GO:0045087
g23882	Q63285	GO:0003723; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0016607; GO:0018105; GO:0019899; GO:0030424; GO:0031175; GO:0032839; GO:0043021; GO:0045948; GO:0046825; GO:0051726; GO:0071598; GO:0106310; GO:1990935
g23889	A0A1D5NSM8	GO:0001945; GO:0005509; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0009913; GO:0016020; GO:0016477; GO:0036303; GO:0045959; GO:0090136
g22288	Q8TCT9	GO:0001701; GO:0005783; GO:0005789; GO:0005791; GO:0005886; GO:0006465; GO:0008233; GO:0009986; GO:0016020; GO:0031625; GO:0033619; GO:0034599; GO:0036513; GO:0042500; GO:0042803; GO:0098553; GO:0098554; GO:1904211
g19273	Q9TR36	GO:0000139; GO:0005737; GO:0005789; GO:0005794; GO:0006890; GO:0008525; GO:0008526; GO:0031210; GO:0035091; GO:0120019; GO:0140338
g22427	NA	NA
g22426	Q5Y4N8	GO:0002250; GO:0004930; GO:0005509; GO:0005886; GO:0007166; GO:0007189; GO:0009897; GO:0071356; GO:0071560; GO:0071944
g22421	P07687	GO:0001889; GO:0004301; GO:0005789; GO:0008142; GO:0009056; GO:0009636; GO:0014070; GO:0016020; GO:0019369; GO:0019899; GO:0033961; GO:0034312; GO:0043231; GO:0071385; GO:0097176
g22428	NA	NA
g8367	Q8N567	GO:0003723; GO:0005654; GO:0005730; GO:0008270
g8366	NA	NA
g8365	Q3UHC2	GO:0004672; GO:0004674; GO:0005524; GO:0005525; GO:0005737; GO:0005739; GO:0005829; GO:0007165; GO:0035556; GO:0036035; GO:0042802; GO:0045453; GO:0046872; GO:0050731; GO:0050732; GO:0090263; GO:0106310; GO:1902533
g21244	Q9Z2U1	GO:0005634; GO:0005654; GO:0005829; GO:0005839; GO:0019773; GO:0043161
g21246	Q91WM2	GO:0005739; GO:0046474
g21247	Q91WM2	GO:0005739; GO:0046474
g3794	Q9HAV4	GO:0000049; GO:0003723; GO:0003729; GO:0005049; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006405; GO:0006611; GO:0010586; GO:0016442; GO:0031267; GO:0035281; GO:0042565; GO:0070883; GO:1905172
g4074	B7FF09	
g4070	Q497V6	GO:0000976; GO:0003682; GO:0005677; GO:0005694; GO:0031507; GO:0045892
g5308	Q5UR46	GO:0016020; GO:0016042; GO:0016787
g5309	NA	NA
g5306	NA	NA
g7742	O94739	GO:0005509; GO:0005823; GO:0030234; GO:0051300
g5300	Q5RDB5	GO:0000139; GO:0005789; GO:0006888; GO:0030134
g470	Q3ZMH1	GO:0005343; GO:0006814; GO:0006821; GO:0006846; GO:0006848; GO:0015355; GO:0015705; GO:0015706; GO:0015727; GO:0015730; GO:0016324; GO:0140161; GO:2001142
g477	Q05585	GO:0005044; GO:0005581; GO:0006898; GO:0016020; GO:0034362
g18256	Q6XPS3	GO:0000139; GO:0005216; GO:0005737; GO:0005789; GO:0005829; GO:0006661; GO:0016314; GO:0051800
g16976	NA	NA
g16979	Q99LI8	GO:0005737; GO:0005769; GO:0008333; GO:0015031; GO:0030141; GO:0031623; GO:0031901; GO:0032456; GO:0032585; GO:0035091; GO:0042802; GO:0043130; GO:0046872; GO:0140036
g14539	Q9H0A8	GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0043231
g14537	Q969G6	GO:0005524; GO:0005737; GO:0005739; GO:0005829; GO:0006771; GO:0006915; GO:0008531; GO:0009231; GO:0009398; GO:0033864; GO:0046872; GO:0072388; GO:0072593
g2433	Q9VJ33	GO:0005634; GO:0008283; GO:0008589; GO:0019941; GO:0030162; GO:0030431; GO:0031386; GO:0031625; GO:0031647; GO:0036099; GO:0045116; GO:0045879; GO:0051438; GO:2000736
g866	Q3TIW9	GO:0004767; GO:0005886; GO:0006685; GO:0008081; GO:0044241; GO:0045797; GO:0046872; GO:0055089; GO:1904729; GO:2000304; GO:2000755
g18530	NA	NA
g3017	NA	NA
g1050	Q9Z248	GO:0000122; GO:0003677; GO:0003712; GO:0005634; GO:0006325; GO:0006355; GO:0006357; GO:0035098; GO:0046872
g9070	Q3T0K2	GO:0005524; GO:0005832; GO:0006457; GO:0016887; GO:0051082; GO:0140662
g8093	P61082	GO:0004842; GO:0005524; GO:0005634; GO:0019788; GO:0036211; GO:0043525; GO:0045116; GO:0061654; GO:0098793; GO:0098794; GO:0098978; GO:0150052
g8092	O74549	GO:0005524; GO:0005634; GO:0005829; GO:0019788; GO:0045116; GO:0061654
g24046	O57592	GO:0000470; GO:0003723; GO:0022625
g21830	B2RVL6	GO:0003676; GO:0008270
g10026	Q642F4	GO:0005789; GO:0006888; GO:0015031
g10020	Q9NS86	GO:0005524; GO:0005525; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0005975; GO:0009789; GO:0010314; GO:0030864; GO:0031179; GO:0032266; GO:0045892; GO:0070273
g10023	Q8BHN5	GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0007399; GO:0030154; GO:1990904
g9324	Q5ZIQ3	GO:0000785; GO:0003677; GO:0003729; GO:0005634; GO:0005654; GO:0005681; GO:0005737; GO:0006357; GO:0006397; GO:0008380; GO:0045892; GO:0048024; GO:1990904
g9328	Q3UHA3	GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0006606; GO:0007040; GO:0007268; GO:0007409; GO:0007528; GO:0007613; GO:0008088; GO:0019901; GO:0021957; GO:0030424; GO:0030425; GO:0031410; GO:0033344; GO:0045202; GO:0048167; GO:0048489; GO:0048675; GO:0048741; GO:0051402; GO:0051668; GO:0061744; GO:0090389; GO:0090659; GO:0097049; GO:1905037; GO:2001256
g9329	Q3UHA3	GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0006606; GO:0007040; GO:0007268; GO:0007409; GO:0007528; GO:0007613; GO:0008088; GO:0019901; GO:0021957; GO:0030424; GO:0030425; GO:0031410; GO:0033344; GO:0045202; GO:0048167; GO:0048489; GO:0048675; GO:0048741; GO:0051402; GO:0051668; GO:0061744; GO:0090389; GO:0090659; GO:0097049; GO:1905037; GO:2001256
g17554	Q6ICB0	GO:0005634; GO:0005829; GO:0006508; GO:0006611; GO:0008474; GO:0016926; GO:0016929; GO:0032434; GO:0032991; GO:0042802; GO:0052816; GO:0061676; GO:0070646
g17556	Q9NZC3	GO:0004622; GO:0005886; GO:0006580; GO:0006629; GO:0006644; GO:0008889; GO:0016020; GO:0030659; GO:0046475; GO:0046872; GO:0047395; GO:0070291
g17085	Q13442	GO:0003723; GO:0005576; GO:0005829; GO:0005886; GO:0007165; GO:1904813
g17083	Q7T2A5	GO:0001732; GO:0003743; GO:0005852; GO:0006413; GO:0016282; GO:0033290
g20013	NA	NA
g20017	Q99JY8	GO:0000139; GO:0001568; GO:0001702; GO:0001933; GO:0005178; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0006644; GO:0006670; GO:0006672; GO:0006890; GO:0007155; GO:0007165; GO:0007229; GO:0008195; GO:0010595; GO:0016020; GO:0016323; GO:0022409; GO:0030111; GO:0033116; GO:0033631; GO:0034109; GO:0042060; GO:0042392; GO:0042577; GO:0045121; GO:0046839; GO:0050731; GO:0050821; GO:0051091; GO:0060020; GO:0070971; GO:0098609; GO:0106235; GO:1902068
g20015	P97292	GO:0001696; GO:0001697; GO:0001698; GO:0003382; GO:0004969; GO:0004993; GO:0005886; GO:0007187; GO:0007268; GO:0007613; GO:0008542; GO:0030425; GO:0030594; GO:0045202; GO:0045907; GO:0048167; GO:0048565; GO:0048732; GO:1900139; GO:1901363
g20018	O88956	GO:0000810; GO:0005886; GO:0005901; GO:0006644; GO:0006670; GO:0006672; GO:0007165; GO:0008195; GO:0016020; GO:0016324; GO:0042392; GO:0045121; GO:0046839; GO:0052642; GO:0106235
g8533	P35368	GO:0004937; GO:0005634; GO:0005737; GO:0005886; GO:0005901; GO:0007186; GO:0007188; GO:0007200; GO:0007204; GO:0007267; GO:0019229; GO:0031965; GO:0035556; GO:0043410; GO:0046982; GO:0055117; GO:0071880; GO:0150099
g8534	Q8TEY5	GO:0000139; GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005654; GO:0005739; GO:0005783; GO:0005789; GO:0005794; GO:0006357; GO:0006986; GO:0007283; GO:0031965; GO:0045944; GO:1990837
