"","uniprot_accession"
"1310","Q55E58"
"1311","P17017"
"1312","Q7SZN0"
"1313","Q58L91"
"1314","Q8K268"
"1315","Q9NUQ8"
"1316","P49453"
"1317","O75529"
"1318","Q24JV9"
"1319","Q9UGM3"
"1320","Q5RDX1"
"1321","P43646"
"1322","Q9ASR4"
"1323","Q3SX07"
"1324","Q6AY20"
"1325","Q9ASR4"
"1326","Q68CZ6"
"1327","E9Q3T6"
"1328","A6NNF4"
"1329","Q9UJW7"
"1330","Q14692"
"1331","Q4V7W5"
"1332","Q8IXK0"
"1333","P18130"
"1334","Q08DT6"
"1335","O09012"
"1336","O09012"
"1337","O55057"
"1338","Q9CQH3"
"1339","Q8W0Z7"
"1340","Q80TZ3"
"1341","Q804Q2"
"1342","P50429"
"1343","Q9R1Q2"
"1344","Q5RD50"
"1345","Q5U4Z8"
"1346","Q9EQK7"
"1347","P46471"
"1348","A0LJ16"
"1349","Q9NZN8"
"1350","P55115"
"1351","O53532"
"1352","O14976"
"1353","P0AC33"
"1354","P0AC33"
"1355","I6V1W0"
"1356","I6V1W0"
"1357","A4IGL7"
"1358","Q99KY4"
"1359","Q8R481"
"1360","Q9YHY6"
"1361","Q9YHY6"
"1362","P91685"
"1363","P91685"
"1364","Q9Z1Z6"
"1365","Q9H0C8"
"1366","Q9H0C8"
"1367","P13701"
"1368","Q5PQS3"
"1369","Q5PQS3"
"1370","Q9Y2P8"
"1371","A2BID5"
"1372","Q5M888"
"1373","Q6NYE2"
"1374","A1A5X5"
"1375","Q60855"
"1376","P52569"
"1377","B3TP03"
"1378","E7E2N8"
"1379","Q03112"
"1380","Q9HAZ2"
"1381","P41743"
"1382","P41743"
"1383","Q5BKC9"
"1384","Q5ZL21"
"1385","Q99N34"
"1386","Q12756"
"1387","Q920Q2"
"1388","P00949"
"1389","Q4KWZ7"
"1390","Q4KWZ7"
"1391","P58195"
"1392","Q3ZBG9"
"1393","P08953"
"1394","P08953"
"1395","Q3ZBG9"
"1396","Q9BXM7"
"1397","Q9ES00"
"1398","Q96PH1"
"1399","Q95327"
"1400","Q5F464"
"1401","Q5F464"
"1402","Q5F464"
"1403","Q5F464"
"1404","Q9Y2W3"
"1405","Q5F464"
"1406","P58355"
"1407","O60683"
"1408","O93248"
"1409","Q5F499"
"1410","Q6IRB2"
"1411","Q96PH1"
"1412","Q8AVU4"
"1413","Q4V8C3"
"1414","O88809"
"1415","Q15427"
"1416","Q96T58"
"1417","Q96PH1"
"1418","Q96T58"
"1419","A2ALS5"
"1420","Q54DH8"
"1421","P14708"
"1422","Q9P2J3"
"1423","Q9EPV5"
"1424","F1LZF0"
"1425","Q9UFB7"
"1426","Q9D287"
"1427","Q645J3"
"1428","Q9W436"
"1429","Q5PR34"
"1430","Q6DCE8"
"1431","P30823"
"1432","B8JI71"
"1433","P18581"
"1434","Q8K3V5"
"1435","Q07929"
"1436","Q8IYB7"
"1437","Q0V9R3"
"1438","P21783"
"1439","Q0V9R3"
"1440","Q8CI75"
"1441","P32138"
"1442","Q9WU20"
"1443","Q60HE5"
"1444","A1A4J8"
"1445","Q4FZX7"
"1446","B9SLR1"
"1447","O05389"
"1448","Q95SX7"
"1449","O05389"
"1450","P56389"
"1451","P15428"
"1452","Q80V31"
"1453","O60308"
"1454","O60308"
"1455","D3Z8X7"
"1456","Q9TSV4"
"1457","Q90953"
"1458","Q9Y242"
"1459","Q8TAQ5"
"1460","B0DOB4"
"1461","B0DOB4"
"1462","B0DOB4"
"1463","Q8N3Y7"
"1464","Q28062"
"1465","Q2KIS7"
"1466","P49013"
"1467","Q5KU26"
"1468","P49275"
"1469","P70059"
"1470","P26258"
"1471","P46197"
"1472","Q58DA5"
"1473","Q58DA5"
"1474","P07207"
"1475","Q6UWL6"
"1476","Q98892"
"1477","P10079"
"1478","Q9DF58"
"1479","Q3B7T6"
"1480","B3EWY9"
"1481","B3EWY9"
"1482","O60242"
"1483","D3ZYR1"
"1484","O95619"
"1485","O54697"
"1486","Q9ER80"
"1487","Q95JN5"
"1488","Q95JN5"
"1489","Q95JN5"
"1490","Q95JN5"
"1491","Q95JN5"
"1492","Q5RDY1"
"1493","Q58CP2"
"1494","Q58CP2"
"1495","D3ZYR1"
"1496","D3ZYR1"
"1497","Q0VGW6"
"1498","Q96P11"
"1499","Q8K4F6"
"1500","Q9NAA7"
"1501","O14039"
"1502","Q9H0R3"
"1503","Q642G4"
"1504","E1BD59"
"1505","Q6GR00"
"1506","A7RL75"
"1507","O70303"
"1508","Q9JHG1"
"1509","Q5ZMP6"
"1510","Q9JJP2"
"1511","Q9JJP2"
"1512","Q8NBS3"
"1513","Q9QYS2"
"1514","Q9VGH7"
"1515","P51788"
"1516","P51788"
"1517","P31424"
"1518","Q68ED2"
"1519","P35400"
"1520","P41594"
"1521","O62714"
"1522","Q8NBS3"
"1523","Q9JKF4"
"1524","P86854"
"1525","P02469"
"1526","Q5BJQ6"
"1527","O53532"
"1528","Q3UY96"
"1529","Q9WV70"
"1530","Q567C6"
"1531","Q96NU1"
"1532","A6NE01"
"1533","Q8WMN1"
"1534","P17809"
"1535","Q08013"
"1536","Q9CY58"
"1537","Q12873"
"1538","A2A8L1"
"1539","O97159"
"1540","Q8TDI0"
"1541","Q8TDI0"
"1542","Q5ZJD3"
"1543","Q6NY89"
"1544","Q09621"
"1545","Q91V01"
"1546","Q95ZS2"
"1547","Q95ZS2"
"1548","O43156"
"1549","G1SW77"
"1550","P10949"
"1551","Q5ZJX0"
"1552","Q6NZJ6"
"1553","Q6NZJ6"
"1554","Q6ZUK4"
"1555","Q923V4"
"1556","P49660"
"1557","Q9NQ86"
"1558","Q2NKS3"
"1559","Q8BZ20"
"1560","Q6NYS8"
"1561","Q96AE7"
"1562","Q8VCC1"
"1563","Q5R630"
"1564","Q3T0W4"
"1565","P49915"
"1566","Q9NXG6"
"1567","A0A1B0GWB2"
"1568","Q5ZL00"
"1569","A4Q9F3"
"1570","Q90687"
"1571","Q06124"
"1572","O00411"
"1573","Q86V40"
"1574","Q8BKF1"
"1575","Q9UPW0"
"1576","Q5TGY1"
"1577","Q96JB6"
"1578","P79385"
"1579","Q55EX9"
"1580","Q55EX9"
"1581","Q9Y4Z0"
"1582","Q8IZF0"
"1583","Q8BXR5"
"1584","Q8IZF0"
"1585","Q8IZF0"
"1586","Q8IZF0"
"1587","Q8BXR5"
"1588","Q8CBC7"
"1589","P08472"
"1590","P08472"
"1591","Q05961"
"1592","Q8VI93"
"1593","Q7TQK4"
"1594","Q29599"
"1595","Q09621"
"1596","Q09621"
"1597","Q09621"
"1598","B1AJZ9"
"1599","B1AJZ9"
"1600","B1AJZ9"
"1601","Q99497"
"1602","A1Z6E0"
"1603","P40757"
"1604","Q5FVC7"
"1605","Q6IVG4"
"1606","Q9WUA2"
"1607","Q9WUA2"
"1608","O94827"
"1609","Q66T02"
"1610","Q66T02"
"1611","P56705"
"1612","A0A2S3R7M0"
"1613","O88281"
"1614","Q6IR42"
"1615","Q9P2S5"
"1616","Q5ZKG1"
"1617","Q5RC70"
"1618","Q28596"
"1619","P41594"
"1620","Q16YG0"
"1621","Q84TH5"
"1622","Q6P8M1"
"1623","Q3V2K1"
"1624","Q5T0B9"
"1625","P28575"
"1626","P08472"
"1627","Q8CBC7"
"1628","Q9MUK5"
"1629","P52209"
"1630","A2VDS1"
"1631","Q3ZBV2"
"1632","P09487"
"1633","P83456"
"1634","P07478"
"1635","P28575"
"1636","Q8NHM4"
"1637","P07478"
"1638","Q86UV5"
"1639","A0A0R4IB93"
"1640","Q07943"
"1641","P39675"
"1642","Q08AW4"
"1643","Q08AW4"
"1644","Q9NA75"
"1645","Q9I7F7"
"1646","Q5T2D3"
"1647","Q96C19"
"1648","Q6DG32"
"1649","Q0IHQ9"
"1650","F1R520"
"1651","F1R520"
"1652","Q8WZA0"
"1653","A1A4J7"
"1654","A1A4J7"
"1655","O75038"
"1656","A9UMS3"
"1657","Q8C811"
"1658","Q8CJF7"
"1659","Q8CJF7"
"1660","P55006"
"1661","P58058"
"1662","P58058"
"1663","Q642A2"
"1664","O35125"
"1665","Q9CWL2"
"1666","Q9CWL2"
"1667","Q9CWL2"
"1668","P19320"
"1669","Q14957"
"1670","D3ZFW5"
"1671","D3ZFW5"
"1672","Q5R664"
"1673","O88470"
"1674","Q8AXN9"
"1675","Q96MB7"
"1676","Q8R4B8"
"1677","Q6UY01"
"1678","P38942"
"1679","Q14957"
"1680","P14381"
"1681","Q767L8"
"1682","O60391"
"1683","Q9W436"
"1684","Q9W436"
"1685","Q9W436"
"1686","Q9W436"
"1687","Q9W436"
"1688","Q9W436"
"1689","Q9W436"
"1690","Q6Y7W6"
"1691","Q5U236"
"1692","Q5U236"
"1693","Q6Y7W6"
"1694","P33534"
"1695","Q9R1M7"
"1696","Q4V9H3"
"1697","Q61361"
"1698","A1KXI1"
"1699","P20231"
"1700","Q91WI7"
"1701","Q6PF55"
"1702","Q6PF55"
"1703","P17491"
"1704","Q09143"
"1705","B3TP03"
"1706","Q8TBB6"
"1707","Q1JQ91"
"1708","Q7SYJ9"
"1709","A0A1L7U3D7"
"1710","O93449"
"1711","P96202"
"1712","P9WEZ4"
"1713","Q55E72"
"1714","P11226"
"1715","P11226"
"1716","Q66JG1"
"1717","P54714"
"1718","Q8N357"
"1719","A5PJ65"
"1720","A5PJ65"
"1721","O93449"
"1722","Q98TB4"
"1723","P51913"
"1724","P30937"
"1725","P30937"
"1726","P83120"
"1727","Q6NR09"
"1728","Q8JZW5"
"1729","Q6ZMV7"
"1730","P42336"
"1731","A0A0G2K344"
"1732","Q8BFS9"
"1733","Q91845"
"1734","Q5JXC2"
"1735","Q3U4G3"
"1736","Q60692"
"1737","C9JN71"
"1738","Q5ZIJ9"
"1739","Q5ZIJ9"
"1740","Q8K0Z9"
"1741","P08911"
"1742","Q9BWF2"
"1743","Q64674"
"1744","P0DKT1"
"1745","Q07929"
"1746","A6BM72"
"1747","O75095"
"1748","O75095"
"1749","O00400"
"1750","P29787"
"1751","Q9DBN1"
"1752","Q9VFK6"
"1753","P31722"
"1754","Q8WPA2"
"1755","Q6P073"
"1756","Q9BXS4"
"1757","B5FZ42"
"1758","Q4T2X8"
"1759","Q14AT5"
"1760","Q14AT5"
"1761","Q8VDJ3"
"1762","O34371"
"1763","Q03400"
"1764","O62742"
"1765","O57472"
"1766","P46197"
"1767","O16118"
"1768","Q3TUL7"
"1769","P29693"
"1770","O00154"
"1771","Q5FWS6"
"1772","O60290"
"1773","O60290"
"1774","Q69ZS8"
"1775","O54967"
"1776","P29693"
"1777","Q05025"
"1778","P0C872"
"1779","A2BIG9"
"1780","Q567I9"
"1781","Q8K4P0"
"1782","Q9NP77"
"1783","C9J6K1"
"1784","Q96WV6"
"1785","P18130"
"1786","Q96WV6"
"1787","P13813"
"1788","Q68CQ7"
"1789","B0FWK4"
"1790","Q969F9"
"1791","P60517"
"1792","Q9WYJ1"
"1793","Q96K62"
"1794","P46087"
"1795","Q505F5"
"1796","Q1L987"
"1797","Q5I7G2"
"1798","D4A1X2"
"1799","P38166"
"1800","Q6KAR6"
"1801","Q6KAR6"
"1802","Q5T089"
"1803","Q5T089"
"1804","Q7ZUC2"
"1805","Q5BKL9"
"1806","Q91Z92"
"1807","O77592"
"1808","Q91Z92"
"1809","Q5FVM7"
"1810","A3KQ55"
"1811","P32822"
"1812","P09487"
"1813","P09487"
"1814","Q75LJ4"
"1815","P83456"
"1816","Q6P2X9"
"1817","O02751"
"1818","A7X4K1"
"1819","P62810"
"1820","Q9N0L8"
"1821","Q5EA33"
"1822","Q0VCA9"
"1823","P41144"
"1824","Q8CHN8"
"1825","P98064"
"1826","Q8CHN8"
"1827","P98064"
"1828","P15848"
"1829","Q32KI9"
"1830","Q6P6G5"
"1831","Q9HCF6"
"1832","A8DYE2"
"1833","Q2WEA5"
"1834","Q5RFW0"
"1835","Q5RFW0"
"1836","Q6P1S2"
"1837","Q1JPX3"
"1838","P56399"
"1839","Q99618"
"1840","Q95JN5"
"1841","Q8C3Q9"
"1842","Q8C3Q9"
"1843","P17343"
"1844","P24802"
"1845","Q96NI6"
"1846","P08953"
"1847","Q6DI51"
"1848","Q7SYV0"
"1849","B2RQR8"
"1850","D3YXG0"
"1851","D3YXG0"
"1852","G5ECS8"
"1853","B9U3F2"
"1854","Q9TUG2"
"1855","Q8C033"
"1856","Q8C033"
"1857","Q9D180"
"1858","Q5XI32"
"1859","P97386"
"1860","P49916"
"1861","P49916"
"1862","A4IF63"
"1863","Q9MYM7"
"1864","Q80TZ9"
"1865","Q62901"
"1866","Q96MR6"
"1867","G3M4F8"
"1868","P97292"
"1869","P30680"
"1870","Q8BGC3"
"1871","Q95JN5"
"1872","Q9XTY1"
"1873","Q9XTY1"
"1874","C0HM36"
"1875","P31044"
"1876","Q96MR6"
"1877","Q90VV1"
"1878","Q04666"
"1879","Q5ZIJ9"
"1880","Q5ZIJ9"
"1881","Q55EX9"
"1882","Q55EX9"
"1883","P31696"
"1884","P25304"
"1885","P31696"
"1886","Q921N8"
"1887","P13732"
"1888","Q96MR6"
"1889","Q5ZKY4"
"1890","A1L0Y2"
"1891","A1L0Y2"
"1892","Q8NCX0"
"1893","Q3B8G0"
"1894","Q8IZH2"
"1895","P97789"
"1896","Q32KY3"
"1897","Q91V01"
"1898","Q7KVA1"
"1899","P52948"
"1900","P52948"
"1901","P52948"
"1902","Q7TNS2"
"1903","Q9W436"
"1904","Q8T062"
"1905","P54131"
"1906","F1MNN4"
"1907","Q5R762"
"1908","Q9NRZ9"
"1909","Q5SWT3"
"1910","P41146"
"1911","A4IIC5"
"1912","Q8WPA2"
"1913","A0A345BJN8"
"1914","Q6GPQ3"
"1915","Q6GQ53"
"1916","Q6GQ53"
"1917","Q5ZLD3"
"1918","Q05793"
"1919","Q3MI03"
"1920","Q05793"
"1921","P98160"
"1922","P98160"
"1923","Q05961"
"1924","Q9Y6K5"
"1925","Q05961"
"1926","Q05961"
"1927","Q2TBV5"
"1928","B1WAP7"
"1929","B1WAP7"
"1930","B1WAP7"
"1931","Q8NA47"
"1932","Q5RJP9"
"1933","Q02978"
"1934","P22897"
"1935","Q8K4C0"
"1936","A0A1B4XBH3"
"1937","S3D9F1"
"1938","A0A098D8A0"
"1939","Q8JG30"
"1940","Q7M456"
"1941","Q8IN35"
"1942","Q5RDA9"
"1943","A2A825"
"1944","P84850"
"1945","Q6NZ13"
"1946","Q2KIP7"
"1947","Q8H1F7"
"1948","Q9BX74"
"1949","Q05A80"
"1950","E7FB98"
"1951","Q5ZKS8"
"1952","Q9Y5Z9"
"1953","Q7YW31"
"1954","Q8BTI9"
"1955","Q96DM1"
"1956","Q96RT1"
"1957","P31029"
"1958","Q5ZIJ9"
"1959","Q80SY4"
"1960","Q6GNY1"
"1961","Q86YT6"
"1962","Q6ZXD2"
"1963","Q5ZM86"
"1964","Q9I7S6"
"1965","O35454"
"1966","Q9CZU3"
"1967","Q9TT16"
"1968","Q4LBB9"
"1969","Q6TLI7"
"1970","Q8BGC3"
"1971","Q6DCX5"
"1972","Q9DC26"
"1973","P20397"
"1974","Q9H0C1"
"1975","P29274"
"1976","P21912"
"1977","Q5THJ4"
"1978","Q5THJ4"
"1979","Q5THJ4"
"1980","Q5THJ4"
"1981","Q0E908"
"1982","Q28203"
"1983","Q86QS6"
"1984","Q6NVR9"
"1985","Q58E76"
"1986","Q9SAL0"
"1987","Q9SAL0"
"1988","Q9N0C5"
"1989","B1AK53"
"1990","Q12962"
"1991","Q9CXW2"
"1992","A1A5V9"
"1993","A1A5V9"
"1994","Q2TA11"
"1995","Q23236"
"1996","Q6TDP4"
"1997","Q8K430"
"1998","Q5U247"
"1999","P02674"
"2000","Q7SY23"
"2001","Q9Y6Y1"
"2002","A2A891"
"2003","Q5PQ76"
"2004","Q10126"
"2005","Q5R629"
"2006","Q5R629"
"2007","O43447"
"2008","P41824"
"2009","P20107"
"2010","P10160"
"2011","P10160"
"2012","Q9BUP0"
"2013","P24628"
"2014","Q92685"
"2015","A9Z1V5"
"2016","Q80TQ5"
"2017","Q13029"
"2018","Q13029"
"2019","O00461"
"2020","O00461"
"2021","P21127"
"2022","Q5T0D9"
"2023","Q8BLQ7"
"2024","P24392"
"2025","Q8CJ40"
"2026","Q8BLQ7"
"2027","P30825"
"2028","P52569"
"2029","Q9V477"
"2030","Q5R4Q3"
"2031","F1QR43"
"2032","Q9V4A7"
"2033","Q92035"
"2034","O43157"
"2035","A4IFW2"
"2036","Q7YQK4"
"2037","Q92536"
"2038","Q92536"
"2039","Q28FF3"
"2040","Q64176"
"2041","A7MB10"
"2042","A2AAY5"
"2043","Q5ZJT0"
"2044","Q8BFW6"
"2045","Q8BH74"
"2046","Q6PBV6"
"2047","Q8BUL6"
"2048","Q9HB21"
"2049","Q9Y5W3"
"2050","Q49AM3"
"2051","Q49AM3"
"2052","Q49AM3"
"2053","Q9JMJ2"
"2054","Q9W735"
"2055","Q5U4F6"
"2056","Q9H8K7"
"2057","Q5QD14"
"2058","A7Z052"
"2059","B4JXX2"
"2060","Q8BP78"
"2061","P81799"
"2062","Q9NQW7"
"2063","P48441"
"2064","Q28DH3"
"2065","Q9DBH5"
"2066","A2VE15"
"2067","Q19425"
"2068","Q5EAE3"
"2069","P0CJ79"
"2070","O94854"
"2071","P35362"
"2072","O54782"
"2073","O54782"
"2074","O54782"
"2075","O54782"
"2076","Q0P563"
"2077","Q19425"
"2078","Q4VBI7"
"2079","Q7TMF2"
"2080","Q5FVR4"
"2081","Q5RD78"
"2082","D3ZZX1"
"2083","Q29467"
"2084","Q9C056"
"2085","Q19425"
"2086","Q19425"
"2087","P43403"
"2088","P56407"
"2089","Q9VJK8"
"2090","Q9VJK8"
"2091","Q9VJK8"
"2092","Q8C9J3"
"2093","Q9VJK8"
"2094","Q9NTM9"
"2095","Q14203"
"2096","A0A287B8J2"
"2097","A0A287B8J2"
"2098","A0A287B8J2"
"2099","Q6P1Z5"
"2100","Q5VZQ5"
"2101","Q7SXR3"
"2102","Q8C9J3"
"2103","Q8C9J3"
"2104","Q20595"
"2105","Q9EQH5"
"2106","Q9Y606"
"2107","Q9Y606"
"2108","Q9WTK3"
"2109","Q9WTK3"
"2110","Q9CZV8"
"2111","P02707"
"2112","P02707"
"2113","Q8CDY7"
"2114","P02707"
"2115","Q59DY6"
"2116","Q59DY6"
"2117","B4QZU6"
"2118","Q14CB8"
"2119","A0A2U3YVN9"
"2120","Q2TBT5"
"2121","Q5RBW0"
"2122","Q6NRH3"
"2123","Q6DH86"
"2124","O14639"
"2125","O14639"
"2126","O14639"
"2127","Q60HF3"
"2128","Q9JJG9"
"2129","Q0VD50"
"2130","Q86UF1"
"2131","Q8NDZ2"
"2132","Q9UFD9"
"2133","Q9HBL7"
"2134","Q5DTN8"
"2135","Q5DTN8"
"2136","Q8BVL9"
"2137","Q7ZYZ7"
"2138","Q10172"
"2139","Q10172"
"2140","Q17RM4"
"2141","Q7Z7H5"
"2142","Q8MI28"
"2143","Q8QHI3"
"2144","Q9BW72"
"2145","P16423"
"2146","Q9Y3C1"
"2147","Q5PQR6"
"2148","O02228"
"2149","Q9JMD7"
"2150","Q9GZV3"
"2151","Q6IND7"
"2152","Q6IND7"
"2153","Q7SXN4"
"2154","Q5ZJ41"
"2155","Q24K02"
"2156","P35559"
"2157","Q8R536"
"2158","Q9I927"
"2159","B2RUR4"
"2160","Q64417"
"2161","Q64464"
"2162","Q9Y4P9"
"2163","Q9W735"
"2164","Q9W735"
"2165","A0A1L8HX76"
"2166","Q14185"
"2167","Q14185"
"2168","Q14185"
"2169","E1C3U7"
"2170","E1C3U7"
"2171","Q5ZJJ8"
"2172","Q28EX9"
"2173","Q0IJ33"
"2174","Q07998"
"2175","Q6VV64"
"2176","Q9Y6R7"
"2177","A7MBJ4"
"2178","Q6Q1P3"
"2179","Q18120"
"2180","Q18120"
"2181","P34410"
"2182","P10079"
"2183","P41596"
"2184","P18715"
"2185","Q9UA35"
"2186","Q9UA35"
"2187","P70579"
"2188","Q9BSG0"
"2189","Q5R9R1"
"2190","Q3B7T1"
"2191","Q8K3F2"
"2192","P10746"
"2193","Q2NL37"
"2194","Q5RAZ4"
"2195","Q9NY93"
"2196","Q9P0J7"
"2197","P11348"
"2198","Q7TT36"
"2199","Q91ZV8"
"2200","Q9EPZ8"
"2201","Q9R1W3"
"2202","Q5R939"
"2203","Q5RBI7"
"2204","Q5RBI7"
"2205","Q6DIS8"
"2206","Q10172"
"2207","Q10172"
"2208","Q10172"
"2209","Q5R416"
"2210","Q28H54"
"2211","P80146"
"2212","P80146"
"2213","Q0V9J0"
"2214","Q16880"
"2215","P36512"
"2216","Q68EF4"
"2217","Q9D3X5"
"2218","Q8IYW2"
"2219","Q8IYW2"
"2220","Q8IYW2"
"2221","A5PJW8"
"2222","Q8CFI7"
"2223","Q29RT6"
"2224","Q28FE5"
"2225","Q3SZ21"
"2226","Q9BVG4"
"2227","Q3ULA2"
"2228","Q76NI1"
"2229","Q0KK55"
"2230","O93295"
"2231","Q9PTS2"
"2232","Q9MYM7"
"2233","Q6ZMB0"
"2234","Q8NFL0"
"2235","P12717"
"2236","A8MXE2"
"2237","Q9Y2C3"
"2238","Q5ZL36"
"2239","Q6PD19"
"2240","Q8WPD0"
"2241","Q8HYN7"
"2242","P35384"
"2243","Q3C2C2"
"2244","Q6P5B0"
"2245","Q5ZKD5"
"2246","Q9YGD2"
"2247","O95271"
"2248","Q86WI1"
"2249","Q86WI1"
"2250","Q9NYB5"
"2251","Q5SNX7"
"2252","Q498K0"
"2253","Q498K0"
"2254","B5X3C1"
"2255","Q01085"
"2256","Q01085"
"2257","P02504"
"2258","P78317"
"2259","P78312"
"2260","P78312"
"2261","P30937"
"2262","A5A761"
"2263","Q5EAJ7"
"2264","O77784"
"2265","A8E5W8"
"2266","Q91WD2"
"2267","C9K4X8"
"2268","G4WMX4"
"2269","Q8C9S4"
"2270","Q6AYQ1"
"2271","Q8CDA1"
"2272","A8E7C5"
"2273","Q8N5Y2"
"2274","Q9NPF5"
"2275","Q96IZ5"
"2276","P97292"
"2277","Q8BK63"
"2278","Q5RKI3"
"2279","Q5ZJK8"
"2280","O08791"
"2281","B1H283"
"2282","O08791"
"2283","E9PVX6"
"2284","Q6DDU8"
"2285","Q8BPY9"
"2286","Q5RCC0"
"2287","P10079"
"2288","Q26614"
"2289","A0A1L8GXY4"
"2290","A0A1L8GXY4"
"2291","E9Q7R9"
"2292","A0A1L8GXY4"
"2293","Q8R1R3"
"2294","Q7T2H2"
"2295","Q7T2H2"
"2296","Q80WQ9"
"2297","O00567"
"2298","Q4QR06"
"2299","Q8BTQ0"
"2300","Q96IR7"
"2301","Q96IR7"
"2302","Q3TZI6"
"2303","Q3TZI6"
"2304","Q5RKI0"
"2305","Q3SYV7"
"2306","Q2EI20"
"2307","P16415"
"2308","E7FDB3"
"2309","A0MZ66"
"2310","Q63679"
"2311","Q2KI30"
"2312","Q9EQQ9"
"2313","Q8VIJ5"
"2314","P62309"
"2315","Q96DM1"
"2316","P85515"
"2317","F4HTM3"
"2318","Q13724"
"2319","A6QLU6"
"2320","A6QLU6"
"2321","A6QLU6"
"2322","Q2EMV9"
"2323","Q9NQR1"
"2324","Q460N3"
"2325","Q2EMV9"
"2326","Q8TDB6"
"2327","Q53GL7"
"2328","Q460N5"
"2329","O02751"
"2330","P20107"
"2331","Q460N5"
"2332","Q460N5"
"2333","Q5REG4"
"2334","Q5REG4"
"2335","Q8TDB6"
"2336","Q3UIR3"
"2337","Q5REG4"
"2338","Q53GL7"
"2339","Q3ZCF5"
"2340","O60669"
"2341","Q9NVI1"
"2342","Q8K368"
"2343","Q8K368"
"2344","Q8N414"
"2345","P79739"
"2346","B3DLH6"
"2347","O75923"
"2348","O75923"
"2349","Q69ZN7"
"2350","Q6P902"
"2351","P91685"
"2352","P91685"
"2353","Q9H173"
"2354","F1R3W0"
"2355","I6LDA6"
"2356","Q5ZLG8"
"2357","Q2WEA5"
"2358","Q8AW42"
"2359","Q5ZLT0"
"2360","Q9EPK7"
"2361","Q9EPK7"
"2362","Q6IQE0"
"2363","Q7Z2W7"
"2364","A8DYE2"
"2365","Q2WEA5"
"2366","Q0VCA3"
"2367","Q5ZK33"
"2368","Q5ZK33"
"2369","Q5G872"
"2370","P41594"
"2371","P70579"
"2372","P91685"
"2373","P97772"
"2374","Q13255"
"2375","P91685"
"2376","P91685"
"2377","O15303"
"2378","P53452"
"2379","P53452"
"2380","P53454"
"2381","P41596"
"2382","Q0IHP3"
"2383","Q32N55"
"2384","Q6GQ34"
"2385","E7F7V7"
"2386","O15973"
"2387","Q5G269"
"2388","Q5G267"
"2389","Q9WVC1"
"2390","Q9WVC1"
"2391","Q9R1B9"
"2392","Q9R1B9"
"2393","Q8ITC7"
"2394","Q5VYK3"
"2395","B2RW38"
"2396","P97576"
"2397","Q3V0C1"
"2398","A4II09"
"2399","A8E7G4"
"2400","Q03181"
"2401","Q3THE2"
"2402","Q504G0"
"2403","Q5ZIG2"
"2404","Q26365"
"2405","Q5VYK3"
"2406","Q8CGS4"
"2407","P16066"
"2408","C3YWU0"
"2409","P82917"
"2410","Q3ZBR5"
"2411","Q9VGY6"
"2412","Q9BUD6"
"2413","Q9BUD6"
"2414","Q9W676"
"2415","Q9W676"
"2416","Q9W676"
"2417","Q9VGY6"
"2418","Q9VGY6"
"2419","P55035"
"2420","P55036"
"2421","A6NED2"
"2422","Q99729"
"2423","P51989"
"2424","Q08473"
"2425","Q969Q5"
"2426","Q8Q0U0"
"2427","Q05B50"
"2428","Q8C8R3"
"2429","Q95JJ0"
"2430","Q91YP6"
"2431","Q91YP6"
"2432","Q9I926"
"2433","P26187"
"2434","Q9EPJ3"
"2435","O96028"
"2436","Q6QD59"
"2437","Q9Y227"
"2438","Q9Y227"
"2439","Q8K0C1"
"2440","Q8IUR6"
"2441","P10394"
"2442","Q5QJC4"
"2443","P31401"
"2444","Q3V037"
"2445","Q80U59"
"2446","Q8BLD6"
"2447","Q7TMA5"
"2448","Q8MJD5"
"2449","Q98TX3"
"2450","Q9JIW4"
"2451","Q5REX0"
"2452","G4V4G1"
"2453","Q61581"
"2454","Q6AYK5"
"2455","Q2TBI1"
"2456","Q9PTG8"
"2457","Q9PTG8"
"2458","Q6Y685"
"2459","B2GU58"
"2460","E1C760"
"2461","Q9U943"
"2462","Q28DV7"
"2463","Q5ZJV4"
"2464","Q9QYS2"
"2465","P41594"
"2466","Q90WJ8"
"2467","Q99MV1"
"2468","B3DH20"
"2469","Q9BT25"
"2470","Q06649"
"2471","Q06649"
"2472","Q91ZW9"
"2473","B3DH20"
"2474","B3DH20"
"2475","B3DH20"
"2476","B3DH20"
"2477","E1BD59"
"2478","Q5VV67"
"2479","Q14677"
"2480","Q14677"
"2481","O54991"
"2482","P30306"
"2483","O75382"
"2484","P79943"
"2485","Q969W1"
"2486","Q9R0D8"
"2487","Q6P4T2"
"2488","F1QCN0"
"2489","A4IF63"
"2490","Q8IVU9"
"2491","Q9NZJ5"
"2492","Q86WZ0"
"2493","Q9NZE8"
"2494","E1BD59"
"2495","Q7SYB2"
"2496","E1BD59"
"2497","A4IF63"
"2498","Q61824"
"2499","Q61824"
"2500","Q3ZBI7"
"2501","Q5MJS3"
"2502","Q6V7V2"
"2503","Q6NS09"
"2504","Q5XGD7"
"2505","Q24732"
"2506","A2RUV0"
"2507","A2RUV0"
"2508","Q9I926"
"2509","Q9I931"
"2510","O08774"
"2511","O08774"
"2512","O14924"
"2513","Q95KE5"
"2514","Q6DRN3"
"2515","Q5VV63"
"2516","Q5VV63"
"2517","Q5VV63"
"2518","Q5VV63"
"2519","Q708Y0"
"2520","Q9NR45"
"2521","Q96FH0"
