transcriptID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_accession_ID	gene	V5	V6	V7	V8	V9	V10	V11	V12	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203
g3045.t1	120.417986720794	1.76170593591493	0.293277795862864	6.00695300076075	1.89042286214317e-09	5.19866287089371e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198	119	217	133	111	161	105	73	82	66	30	60
g4241.t1	165.908538846077	-2.27003575548977	0.329985569122644	-6.87919705557206	6.01908522968924e-12	2.74078346040268e-10	sp|Q8IW19|APLF_HUMAN	44.118	102	53	1	7	312	4	101	1.6e-19	95.9	64	63	113	33	27	19	417	273	299	411	329	297
g2394.t1	6.98451322609263	-1.65806508110579	0.656764260637848	-2.52459699846559	0.0115831034352325	0.0372653902829202	sp|Q9BUB4|ADAT1_HUMAN	40.458	524	268	7	19	1545	7	501	1.01e-116	356	3	4	6	1	1	3	21	14	2	21	14	10
g6442.t1	925.706633358766	1.37826191598229	0.311539101374173	4.42404150844272	9.68713954599409e-06	9.61642269546712e-05	sp|Q8VDM4|PSMD2_MOUSE	74.552	892	217	4	31	2706	26	907	0	1270	1728	748	842	1363	998	925	743	487	731	458	728	544
g18000.t1	258.321900762333	2.44542552892329	0.544475583711055	4.49134102994239	7.07761180553262e-06	7.33225603980575e-05	sp|Q60648|SAP3_MOUSE	38.095	168	95	6	130	621	29	191	2.5e-31	116	294	153	361	80	478	609	87	105	110	126	48	67
g2843.t1	306.171106331495	2.3625433923474	0.341628474907848	6.91553417198226	4.6610366435009e-12	2.18332769090305e-10	sp|O13016|PTN1_CHICK	56.028	282	122	1	10	855	3	282	2.32e-110	333	430	318	445	367	526	313	142	88	131	81	135	130
g15208.t1	42.4713546228772	1.92220514541006	0.798856673952391	2.40619526391366	0.0161196462421392	0.0489034201148258	sp|Q9C0G6|DYH6_HUMAN	75.545	1284	313	1	7	3855	1359	2642	0	2017	91	193	69	6	0	58	35	21	10	11	7	30
g16936.t1	919.549977937598	3.38540319338755	0.923600460920546	3.66544121254913	0.000246912527444036	0.00154162859928388	sp|P27463|AL1A1_CHICK	59.504	484	178	2	16	1413	26	509	0	574	335	2262	1900	18	51	4298	172	102	203	56	307	319
g23195.t1	1476.48308753703	1.49674366124919	0.293595580052668	5.09797750014046	3.43301611146764e-07	5.27203572255187e-06	sp|O35604|NPC1_MOUSE	47.153	1317	605	18	37	3942	25	1265	0	1100	2296	1785	2149	772	1324	2664	1289	861	836	1086	827	854
g2783.t1	1455.87887154122	-2.80312454209345	0.435179294332167	-6.44130954436877	1.18447017744939e-10	4.27107294188932e-09	sp|A1ZA47|ZASP_DROME	38.71	62	38	0	205	390	268	329	1.78e-09	58.2	211	212	603	460	244	98	3836	3107	3399	4250	1724	2623
g18906.t1	22.2611630608365	-0.991484826618055	0.372577116150059	-2.66115331199978	0.00778734900655899	0.0270924473255908	sp|P59015|VPS18_DANRE	40.594	101	57	1	1	294	873	973	1.39e-20	88.2	14	8	11	24	6	14	55	33	36	43	25	29
g3277.t1	27.1214196148649	-1.31034436364193	0.334483992049662	-3.91750994004932	8.94683577386942e-05	0.000643567393285685	sp|Q9CSU0|RPR1B_MOUSE	50.751	333	155	3	1	999	1	324	3.33e-100	301	15	20	15	12	7	12	73	46	23	45	64	41
g9830.t1	98.710124803338	-2.502145156174	0.343154987244251	-7.29158907544312	3.06320257203637e-13	1.80655139639977e-11	sp|O75600|KBL_HUMAN	66.162	396	134	0	76	1263	18	413	1.82e-171	489	29	35	42	26	16	8	206	188	180	198	284	165
g5673.t1	79.5677642767358	-0.794753532013903	0.301139706352343	-2.63915224478573	0.00831136462474058	0.02860547009183	sp|A2AAE1|BLTP1_MOUSE	37.577	487	269	10	1186	2580	4400	4873	1.27e-86	306	85	59	71	38	15	52	264	130	72	98	86	134
g329.t1	2.63610622115692	3.42943800395939	1.22919344301395	2.78999047989591	0.00527095914153081	0.0197144947452098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	3	13	3	1	1	1	1	0	0	0
g13766.t1	103.619881367482	-1.58282112374575	0.333777022536288	-4.74215124731563	2.11460653364818e-06	2.59098848115341e-05	sp|Q2TBR0|PCCB_BOVIN	75.908	523	120	3	70	1635	20	537	0	808	68	41	52	73	11	31	349	167	232	151	155	134
g22100.t1	162.174273005184	1.04784785664182	0.382668843170952	2.73826279651859	0.00617646985627195	0.0224203336644058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219	117	149	91	247	191	197	131	87	121	120	114
g885.t1	127.660808248171	-2.08747592837088	0.58989726097334	-3.53871100355086	0.000402085788860284	0.00231146205105236	sp|Q9R0R1|TRFM_MOUSE	42.179	716	372	18	37	2139	10	698	0	543	110	10	35	42	23	36	451	210	128	112	568	92
g17113.t1	5.21629458152175	-2.59257997969129	0.928240106946751	-2.79300577543351	0.00522207595767215	0.0195615548596175	sp|Q5U4T9|MBOA7_XENLA	38.085	470	264	15	13	1377	4	461	9.9e-84	268	0	4	4	0	0	1	10	11	9	22	11	3
g12260.t1	360.851213261745	1.14173534457839	0.383161827438249	2.97977319977783	0.00288461872685437	0.0119510864730869	sp|Q8IZH2|XRN1_HUMAN	46.835	1027	504	16	52	3075	189	1192	0	858	473	339	263	777	335	272	592	273	184	221	276	155
g3307.t1	19.5215605381577	-1.92187387067158	0.445483593696409	-4.31412940423864	1.60233075455179e-05	0.00015127114838054	sp|Q1NZ26|YSMU_CAEEL	47.059	272	135	4	28	825	8	276	2.22e-80	247	8	8	12	3	6	4	35	31	28	34	63	33
g14207.t1	418.16223921016	1.71276008018859	0.409227651569118	4.18534787085204	2.84729709661543e-05	0.000245849826874095	sp|O60244|MED14_HUMAN	45.448	1483	692	35	106	4455	51	1449	0	1160	659	447	337	397	775	319	401	224	210	255	131	221
g19238.t1	16.6250523160806	2.27174130002782	0.854355447858477	2.65901189688924	0.00783701955809916	0.0272410514730306	sp|P70545|S13A2_RAT	43.75	624	283	13	31	1872	8	573	2.72e-131	400	4	15	43	4	1	76	5	7	6	13	5	5
g18669.t1	13.101530522054	1.67121990115436	0.49199676647535	3.3968107415155	0.000681761016653637	0.003623474675917	sp|Q14980|NUMA1_HUMAN	36.496	137	59	9	5074	5421	1881	2010	9.42e-12	74.7	31	23	29	7	8	11	27	5	10	4	1	6
g21637.t1	281.211929020386	-0.728903106444788	0.289295057263902	-2.51958368503982	0.0117493707384054	0.0377073724074705	sp|Q92038|ACOD_CYPCA	61.486	296	112	2	142	1026	27	321	2.91e-132	383	125	172	148	339	114	186	515	391	403	364	500	346
g14613.t3	182.329921491235	1.64994766890128	0.570235111939558	2.8934515506933	0.00381033070449635	0.0149661534993056	sp|Q6NS52|DGKB_MOUSE	60.521	499	175	5	118	1605	306	785	0	632	208	145	93	91	409	255	128	110	88	111	22	128
g20105.t1	99.8893736021614	-1.65201340533144	0.337786524734701	-4.89070251286354	1.00476723337102e-06	1.36053543771816e-05	sp|Q9TT91|MKRN1_NOTEU	42.857	399	202	7	37	1230	51	424	4.65e-111	342	56	40	79	46	10	33	220	169	148	196	262	124
g4835.t1	1025.66618106127	-1.24008976264285	0.256463050455318	-4.83535449040796	1.3290856744287e-06	1.7360572051577e-05	sp|Q9Y6A2|CP46A_HUMAN	38.413	479	285	7	85	1515	22	492	3.04e-102	319	532	343	431	783	377	632	1901	1811	1184	1919	2407	1197
g7651.t2	130.77066639781	1.56831507299822	0.289853018932864	5.41072533511019	6.27699840481193e-08	1.20257953782992e-06	sp|Q4V920|PACN1_DANRE	45.843	445	218	6	1	1266	1	445	5.8e-134	395	115	143	196	137	188	139	80	60	63	89	89	95
g7920.t1	78.4269201231909	4.24200258265875	0.549197383584548	7.72400362684122	1.12731631755878e-14	8.7939655369725e-13	sp|O08696|FOXM1_MOUSE	46.377	138	48	3	1129	1467	172	308	5.75e-27	121	233	88	89	30	137	144	7	10	15	7	6	11
g8892.t1	5.01813306270987	-2.56644725593783	0.968401669469217	-2.6501887975312	0.0080446802061934	0.0278343944932438	sp|A9ZSY0|CNTLN_RAT	33.065	124	71	4	100	459	598	713	2.05e-08	55.8	1	1	0	0	4	0	7	6	5	7	25	9
g7939.t1	114.277774462634	5.55446502681979	0.53187169011172	10.4432424776229	1.57342729431259e-25	6.16154128452808e-23	sp|Q645M6|FADD_BOVIN	36.145	83	51	1	190	438	110	190	4.74e-07	50.4	105	212	56	161	236	230	4	2	5	5	3	14
g21801.t1	1179.33210483814	2.19919751573271	0.286518991620608	7.67557327803514	1.64680481373607e-14	1.23541909015143e-12	sp|Q9P278|FNIP2_HUMAN	39.645	507	260	10	124	1536	36	532	6.14e-87	310	2524	1163	1316	1145	1618	1657	715	390	399	546	637	429
g8071.t1	47.6918966872906	-3.58332554244718	0.618400974735955	-5.79450176962801	6.85243013722082e-09	1.64828724922339e-07	sp|P41247|PLPL4_HUMAN	27.273	286	163	4	31	885	5	246	1.78e-29	116	3	13	2	10	0	11	192	103	34	173	124	56
g671.t1	13.0950128748285	4.68716460646124	0.928269576187786	5.04935713363618	4.43299317170456e-07	6.64101042861325e-06	sp|Q14721|KCNB1_HUMAN	66.022	465	146	4	1	1368	5	466	0	602	51	57	7	2	9	16	1	4	2	0	0	1
g5728.t1	115.679055924838	1.18131305830654	0.385393345130788	3.06521395149064	0.00217514335008268	0.00947060413489413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	143	153	149	103	128	112	142	81	94	91	21	106
g15655.t1	19.3977184785642	2.00854006185144	0.670832495353046	2.99410072673117	0.00275255057131136	0.0115233996549661	sp|O95490|AGRL2_HUMAN	23.482	741	470	26	70	2088	469	1180	2.02e-25	117	35	52	27	3	2	54	13	14	7	11	6	7
g20300.t1	73.9251513950907	4.19765512512454	0.818405816420381	5.12906316267965	2.91187638271985e-07	4.5648150179067e-06	sp|O60706|ABCC9_HUMAN	38.976	1601	876	22	25	4704	5	1545	0	1053	63	310	169	60	55	95	0	13	29	8	0	7
g17258.t1	1102.20909690597	4.94985480082198	0.643552358239148	7.6914562388762	1.45469689975373e-14	1.10828658743884e-12	sp|O35717|SOCS2_MOUSE	40.741	189	85	3	166	732	35	196	3.29e-35	127	1671	1624	1169	538	2465	2152	84	65	107	11	171	28
g20267.t1	32.9990816558053	-1.88263949914506	0.400672664115695	-4.69869713547875	2.61826386420862e-06	3.13359452696851e-05	sp|Q08BL7|GLCTK_DANRE	42.661	511	276	6	133	1656	1	497	5.2e-124	376	11	8	29	7	8	10	86	52	54	59	85	49
g4305.t1	9670.56302077779	1.70176468919234	0.403322642986904	4.2193631297006	2.44993400910645e-05	0.000216372160118648	sp|Q6P823|H33_XENTR	99.265	136	1	0	1	408	1	136	1.42e-94	271	14494	5173	6641	7758	13873	21609	6318	5070	4849	5119	5328	4026
g3475.t1	995.153562230216	1.82627035492549	0.243654514256468	7.4953273921417	6.61330816379778e-14	4.53297737090584e-12	sp|P29374|ARI4A_HUMAN	43.596	406	215	7	1	1191	1	401	4.4e-70	262	1620	1467	993	1070	1180	1296	562	446	471	450	531	711
g8183.t1	5612.48018395795	4.1299073166748	0.531001953496193	7.77757461998567	7.39281645527928e-15	6.08198933589783e-13	sp|P27701|CD82_HUMAN	27.869	244	151	5	97	807	31	256	9.43e-26	105	12077	1843	5599	4381	9280	16256	709	511	692	257	989	826
g14360.t1	21.8915515789693	2.98425886277229	0.885890602724066	3.36865393265924	0.00075536204698182	0.00395242888292465	sp|P97479|MYO7A_MOUSE	64.456	588	206	2	1	1758	1	587	0	808	71	75	51	4	0	35	9	4	3	8	0	8
g20041.t1	6.0063748356265	-2.09472676825274	0.82112877597514	-2.55103319910465	0.010740409428709	0.0351256416592822	sp|Q8BUZ3|TIGD4_MOUSE	43.697	119	66	1	19	375	17	134	5.57e-28	110	1	3	3	1	1	2	15	11	0	17	22	9
g6652.t1	96.3896061938067	1.49735730192104	0.497812364641754	3.00787487068265	0.00263081435553168	0.0110896329561486	sp|Q28J76|F199X_XENTR	33.333	93	59	1	424	693	148	240	4.17e-11	66.6	154	93	67	205	99	72	73	51	139	40	31	39
g6279.t1	194.205497984911	1.15955834348414	0.388708964347586	2.9831016257378	0.00285343231282075	0.0118369077722522	sp|O75486|SUPT3_HUMAN	49.153	236	115	2	148	849	17	249	1.11e-75	241	245	242	163	165	260	197	152	114	246	126	95	127
g8075.t1	121.10807460716	-2.45606564811054	0.391746764706184	-6.2695237571461	3.62154039744625e-10	1.19376701989895e-08	sp|Q5REB8|ACSS3_PONAB	57.92	625	263	0	238	2112	62	686	0	792	48	31	57	30	22	8	298	267	119	327	294	219
g19627.t2	431.344706179756	-1.34773875869233	0.29520594616955	-4.56541873962885	4.98498272568416e-06	5.44068906181136e-05	sp|Q922J3|CLIP1_MOUSE	53.219	233	88	6	175	813	56	287	4.94e-72	269	249	99	189	267	195	204	788	731	531	843	1057	533
g9113.t1	3.50041914342322	5.03164665137336	1.40155952531108	3.59003421581867	0.000330634557918617	0.00196117074948395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	2	10	0	4	8	1	0	0	0	0	0
g2162.t1	125.237773697034	1.25206691443439	0.388307019614306	3.22442513575476	0.00126225855536639	0.00607547259441346	sp|Q6GR45|IF6_XENLA	82.787	244	42	0	1	732	1	244	1.54e-155	434	243	128	79	204	125	101	85	49	136	91	77	89
g623.t1	91.6316281027753	-2.33752135476193	0.408341578347277	-5.72442650641362	1.03783722480748e-08	2.39915618202249e-07	sp|O00602|FCN1_HUMAN	57.343	143	60	1	88	513	184	326	1.64e-51	170	30	21	26	20	24	23	180	196	55	406	112	199
g4514.t1	28.9510904850827	-1.6414095854446	0.385960958838652	-4.25278657816471	2.11126770496938e-05	0.000190940515765822	sp|O88851|RBBP9_MOUSE	53.741	147	68	0	19	459	32	178	7.39e-57	179	18	9	21	17	5	5	84	53	63	56	50	25
g18497.t1	124.181741260999	2.00838178949533	0.455687556799	4.40736587938303	1.04635352245634e-05	0.000103264122831125	sp|Q9JMD3|STA10_MOUSE	41.667	36	21	0	16	123	22	57	7.83e-06	37.7	182	49	110	82	202	292	71	45	45	44	76	50
g16634.t1	31.0512719086549	-1.58844073448171	0.331829230558591	-4.7869222726635	1.69358386000222e-06	2.13937883734474e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	12	14	20	9	10	81	57	54	68	30	58
g17734.t1	19.6000535341784	3.13504288098251	0.872340763329136	3.59382825241155	0.000325854672448559	0.00193575075441226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	28	65	5	2	77	10	8	4	4	6	0
g17788.t1	86.6664903655814	-0.756515820307023	0.268634998946705	-2.81614764745196	0.00486033243012833	0.0184158021689756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76	62	57	45	28	63	199	92	72	133	198	129
g14551.t1	5.62662846481574	4.13320322462087	1.39955487931633	2.95322697645119	0.00314470646866845	0.0127507460460817	sp|Q9ESQ4|NMUR2_RAT	32.484	314	176	11	196	1101	43	332	7.75e-28	116	5	13	22	0	0	19	1	3	0	0	0	1
g21410.t1	15.0705623637552	-2.1834355157528	0.473321263534481	-4.61300956447257	3.96880032371311e-06	4.48666918812371e-05	sp|Q6NRK9|CCNQ_XENLA	51.57	223	108	0	79	747	21	243	4.73e-87	261	9	7	10	5	0	1	46	24	27	40	24	26
g402.t2	7.48274047038909	3.80568268990033	1.0470131036328	3.63479948502634	0.000278196922394981	0.00169744335945582	sp|Q15398|DLGP5_HUMAN	37.19	242	127	6	1081	1740	428	666	2.19e-30	132	7	8	42	1	1	19	3	2	1	0	2	0
g19268.t1	166.372378947243	0.628279804652889	0.201220655536185	3.12234249997216	0.00179418076619343	0.0081113044105443	sp|Q8NI37|PPTC7_HUMAN	58.361	305	119	3	1	909	1	299	2.11e-116	340	276	222	148	144	90	180	212	125	140	186	141	172
g7904.t2	8.97528425548765	-2.86926113684333	1.15948602284626	-2.47459743395611	0.0133386431552923	0.0417671243289418	sp|P45447|E78C_DROME	58.333	84	35	0	154	405	361	444	9.84e-33	127	3	6	12	0	0	0	31	0	15	27	27	11
g10536.t1	2.78167110959027	4.71225066605648	1.5446304334883	3.05073017072091	0.00228285629954152	0.00984761540978695	sp|O00338|ST1C2_HUMAN	32.653	294	186	5	100	972	12	296	8.95e-55	183	10	8	1	0	1	10	1	0	0	0	0	0
g18280.t1	76.5844046145823	-0.696768863003071	0.235380980264567	-2.96017487147818	0.00307464464401708	0.0125367642919314	sp|O54873|AIMP1_CRIGR	42.953	298	148	4	664	1521	72	359	1.85e-67	224	63	61	62	44	21	57	135	136	112	121	121	75
g20372.t1	38.6031280865503	-1.74205127747281	0.32955767983752	-5.28602846801106	1.2500044945412e-07	2.17749893266163e-06	sp|Q9JMD2|SMBT1_RAT	79.268	82	17	0	334	579	781	862	1.01e-39	147	18	17	24	13	4	19	116	67	63	97	39	71
g528.t1	2524.57894572569	6.10103227854901	0.68936050878121	8.8502781938229	8.73014055095658e-19	1.22975648912036e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2811	1374	672	3682	8931	1747	70	124	45	28	38	82
g297.t1	55.1949914655671	4.26707286103493	0.557171760354169	7.65845142317073	1.88188394167266e-14	1.39472061373845e-12	sp|P97799|NRSN1_MOUSE	31.25	208	122	7	175	783	1	192	2.33e-16	79	84	52	82	34	55	203	7	2	2	4	14	14
g15740.t1	115.54929148511	-1.2344895831089	0.338964188492075	-3.64194692247779	0.000270583870839523	0.00166030466657407	sp|Q66IH2|TBRG1_XENTR	44.286	280	153	1	1330	2169	48	324	7.93e-55	199	109	46	82	28	33	66	313	196	106	257	135	226
g19143.t1	903.81656284445	-1.22581708060891	0.240850480841442	-5.08953553393942	3.58941596476851e-07	5.4992773544732e-06	sp|P46196|MK01_BOVIN	81.686	344	63	0	64	1095	11	354	0	563	410	424	563	633	340	351	2262	1419	1668	1608	1357	1126
g2570.t1	33.5401567454239	-1.44515382745576	0.396156671797153	-3.64793509825258	0.000264356391701462	0.00162975382541393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	23	27	9	3	9	116	51	34	52	54	64
g18661.t1	42.0128615683698	1.52557182302388	0.496685861093001	3.0715024173765	0.00212984439520786	0.00931687963766083	sp|O60343|TBCD4_HUMAN	57.895	76	30	1	304	525	351	426	3.85e-21	93.2	57	40	30	47	74	28	27	11	11	22	73	19
g4906.t1	27.0972269931635	-1.6424223659406	0.334331418978413	-4.91255763804431	8.9895944069497e-07	1.23088292649004e-05	sp|Q8JHI6|MED29_DANRE	46.97	132	65	3	94	477	47	177	4.29e-33	118	8	16	12	12	5	15	86	55	39	57	35	41
g14746.t1	10.6566694399877	-1.32528092334485	0.468233758891123	-2.83038311138307	0.00464922959305502	0.0177692593074404	sp|Q5PQQ9|CEP70_RAT	41.481	135	78	1	574	975	462	596	7.46e-24	105	5	8	5	4	1	9	25	16	19	20	11	23
g15109.t1	566.940218102086	-0.64681742297612	0.215633210709753	-2.99961875467666	0.00270317723935771	0.0113409492921843	sp|Q641X2|LEO1_RAT	74.419	258	62	4	1522	2295	365	618	1.97e-106	345	538	571	431	329	204	259	930	689	634	900	990	951
g22212.t1	1625.74970868205	3.32763360508537	0.545376434507135	6.10153536995526	1.0505438592468e-09	3.0564114062485e-08	sp|P14316|IRF2_HUMAN	57.5	120	49	1	100	459	2	119	4.94e-43	157	2081	1448	1261	4018	3533	795	404	552	387	209	181	263
g2490.t1	60.311819809222	-1.43722109443337	0.413032380621095	-3.47968140481422	0.000502010378224402	0.00279569972049787	sp|Q8BH79|ANO10_MOUSE	48.077	312	142	6	85	984	354	657	1.57e-80	261	36	13	28	31	20	25	224	162	129	68	47	62
g3063.t1	12.9751749030448	-2.32907206736413	0.677614004132993	-3.43716637076322	0.000587834410550268	0.00318566226365188	sp|Q29496|CP3AO_SHEEP	32.976	467	296	7	118	1512	47	498	7.74e-91	289	9	11	5	0	1	2	32	30	15	40	7	35
g15995.t1	26.7165767323246	4.01875980844201	1.40732625361104	2.85559926003678	0.00429556933595394	0.0166121365984551	sp|Q1LXV8|TLCD5_DANRE	30.46	174	116	2	10	531	49	217	2.04e-18	84	8	15	93	0	0	138	0	0	3	3	12	14
g5159.t1	19.3389673376333	3.64873330972588	0.909691996256719	4.01095461402322	6.04737357822497e-05	0.000463072251316562	sp|Q6AYP4|ZC21C_RAT	44.138	145	77	2	1708	2133	379	522	4.13e-31	132	12	111	58	3	1	28	11	2	0	2	3	2
g7655.t1	43.6599758170773	1.66248195868597	0.5270810980034	3.15412934552861	0.00160977721077557	0.00741459369253954	sp|F1RMN2|TM86B_PIG	38.605	215	104	8	67	699	34	224	6.07e-29	112	45	116	68	12	20	94	45	29	15	12	35	22
g13659.t1	43.8683183367315	1.41973497370694	0.409614943195976	3.46602338925823	0.00052821732651883	0.00291584303728184	sp|Q5XJY4|PARL_MOUSE	48.901	364	155	9	4	1059	28	372	8.01e-111	331	65	42	37	98	46	27	38	33	29	35	24	14
g24047.t1	43.5767519952195	-1.0413940577013	0.407227988938511	-2.55727525118257	0.0105495704597655	0.0346260713424643	sp|A5WUL3|MED22_DANRE	66.917	133	44	0	22	420	5	137	3.2e-60	187	27	52	37	21	9	14	133	62	51	128	30	49
g6767.t1	1339.26210819689	4.67516871691021	1.17150389703322	3.99074107115638	6.58671600286659e-05	0.000498137888513433	sp|Q8WPD0|LECG_PATPE	33.557	149	85	7	55	486	24	163	6.09e-17	77	221	824	6481	7	82	6091	2	49	275	39	129	178
g12007.t1	161.766498063613	-0.612595162324188	0.2335310937518	-2.62318457248036	0.00871120661667578	0.0297152309328418	sp|Q6Y7W6|GGYF2_HUMAN	45.507	345	141	16	169	1152	1	315	1.49e-36	151	154	117	158	72	56	116	293	218	188	232	312	203
g18939.t1	13.2254374058901	-3.54161612330781	0.854311552785545	-4.14557910607683	3.38955952029921e-05	0.000283622117125891	sp|P10394|POL4_DROME	28.221	326	223	5	64	1035	890	1206	3.03e-37	146	2	3	2	2	1	1	58	4	39	12	5	66
g9600.t1	268.410775034876	0.648286798498168	0.26293307053523	2.46559627200378	0.0136785411615686	0.0426338484469141	sp|Q5XJR6|ORML3_DANRE	54.015	137	62	1	79	486	17	153	2.9e-51	164	306	384	251	274	223	206	331	242	315	318	158	191
g23537.t1	326.976085655669	1.54142459702367	0.342057190430458	4.50633589980634	6.59566496859242e-06	6.92922104122855e-05	sp|Q9ESK9|RBCC1_MOUSE	25.838	1014	575	37	1	2919	308	1185	2.52e-57	221	656	274	347	231	463	370	291	187	179	238	151	193
g3108.t1	16.5399631181124	-1.25599108855915	0.34282160462692	-3.66368709441751	0.000248610468789246	0.00154926574757907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	9	9	8	7	8	33	25	28	28	25	31
g72.t1	255.790938260026	-1.27984539903869	0.413971594281996	-3.09162613260576	0.00199063391021281	0.00881624337524698	sp|Q91ZU6|DYST_MOUSE	22.953	806	575	16	133	2502	3772	4547	8.57e-45	184	65	142	151	69	96	220	1015	372	194	452	339	457
g18749.t1	319.733623618789	-1.64564135513589	0.386072184425918	-4.262522454403	2.02132180213956e-05	0.000184338522989719	sp|Q8BTV1|TUSC3_MOUSE	68.942	293	91	0	136	1014	55	347	6.66e-151	431	150	111	125	277	39	108	772	662	797	480	487	380
g11917.t1	1960.64788879238	3.9986186483803	0.623989334633482	6.40815223344964	1.4729380074308e-10	5.16848139525002e-09	sp|O88281|MEGF6_RAT	40.054	1478	774	18	652	4845	122	1567	0	1010	4109	1333	1282	1634	4152	4109	306	226	237	33	572	140
g14814.t1	14.5554445543118	-1.53274876035371	0.571457377405214	-2.6821751209397	0.00731451588658629	0.0257865000106877	sp|F1N2W9|MCM9_BOVIN	62.286	700	253	3	7	2106	1	689	0	830	21	8	6	8	1	1	47	32	13	39	19	16
g23689.t1	38.8099072855972	-1.25648544575194	0.332289752718316	-3.78129459447121	0.000156014920012974	0.00104472371198838	sp|Q5XI68|NC2B_RAT	68.75	112	35	0	1	336	1	112	3.11e-53	168	43	24	35	15	8	7	81	71	65	78	60	46
g6558.t1	67.8678438564678	1.97626416840968	0.487917597154527	4.05040560114044	5.11289326781021e-05	0.000401888599693793	sp|Q504Y0|S39AC_HUMAN	30.03	656	366	17	220	1977	59	691	8.22e-79	268	134	170	108	23	32	126	65	23	15	20	33	52
g10630.t1	8.02857389357907	2.25502868995882	0.892644487332143	2.5262338164418	0.0115292720247239	0.037126548527725	sp|Q32LP4|S4A10_BOVIN	53.206	998	398	17	88	2928	92	1071	0	926	29	10	13	0	13	3	1	4	4	3	6	1
g12071.t1	15.5712198076327	3.92122442476103	0.962506568364956	4.07397160044545	4.62181200078835e-05	0.000370123022394421	sp|P29787|TRY5_AEDAE	40.329	243	125	8	61	777	34	260	7.77e-49	165	7	34	44	9	1	61	1	1	7	3	2	0
g13007.t1	61.6233027200765	-2.41647144879763	0.76314374461308	-3.16646957516871	0.0015430148647397	0.0071559050335394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	0	20	63	8	3	157	111	122	66	168	119
g5080.t1	19.7283603719742	-1.12123509669527	0.394742353321989	-2.84042258769401	0.00450538064425197	0.0172734194271497	sp|Q5RD94|MED6_PONAB	54	150	66	1	1	450	52	198	2.35e-47	159	9	19	8	17	6	5	32	33	34	36	32	30
g16130.t1	1101.69776402728	2.22651503851592	0.405516035025841	5.49057212589395	4.00633841766227e-08	8.0290794491123e-07	sp|P50516|VATA_MOUSE	83.902	615	99	0	10	1854	3	617	0	1098	2140	650	1007	1782	1545	1542	658	459	631	317	425	285
