Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCA_032158295.1		Primary Assembly	Un			JASTWB010001066.1	Chromosome			unplaced-scaffold	6041		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001067.1	Chromosome			unplaced-scaffold	6035		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001068.1	Chromosome			unplaced-scaffold	6031		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001069.1	Chromosome			unplaced-scaffold	6012		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001070.1	Chromosome			unplaced-scaffold	6010		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001071.1	Chromosome			unplaced-scaffold	6010		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001072.1	Chromosome			unplaced-scaffold	6009		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001073.1	Chromosome			unplaced-scaffold	6004		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001074.1	Chromosome			unplaced-scaffold	6004		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001075.1	Chromosome			unplaced-scaffold	6000		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001076.1	Chromosome			unplaced-scaffold	5976		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001077.1	Chromosome			unplaced-scaffold	5973		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001078.1	Chromosome			unplaced-scaffold	5971		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001079.1	Chromosome			unplaced-scaffold	5961		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001080.1	Chromosome			unplaced-scaffold	5953		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001081.1	Chromosome			unplaced-scaffold	5939		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001082.1	Chromosome			unplaced-scaffold	5932		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001083.1	Chromosome			unplaced-scaffold	5925		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001084.1	Chromosome			unplaced-scaffold	5909		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001085.1	Chromosome			unplaced-scaffold	5908		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001086.1	Chromosome			unplaced-scaffold	5898		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001087.1	Chromosome			unplaced-scaffold	5887		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001088.1	Chromosome			unplaced-scaffold	5881		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001089.1	Chromosome			unplaced-scaffold	5880		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001090.1	Chromosome			unplaced-scaffold	5858		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001091.1	Chromosome			unplaced-scaffold	5844		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001092.1	Chromosome			unplaced-scaffold	5837		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001093.1	Chromosome			unplaced-scaffold	5829		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001094.1	Chromosome			unplaced-scaffold	5826		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001095.1	Chromosome			unplaced-scaffold	5815		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001096.1	Chromosome			unplaced-scaffold	5812		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001097.1	Chromosome			unplaced-scaffold	5809		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001098.1	Chromosome			unplaced-scaffold	5805		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001099.1	Chromosome			unplaced-scaffold	5790		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001100.1	Chromosome			unplaced-scaffold	5777		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001101.1	Chromosome			unplaced-scaffold	5768		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001102.1	Chromosome			unplaced-scaffold	5758		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001103.1	Chromosome			unplaced-scaffold	5756		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001104.1	Chromosome			unplaced-scaffold	5750		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001105.1	Chromosome			unplaced-scaffold	5748		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001106.1	Chromosome			unplaced-scaffold	5717		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001107.1	Chromosome			unplaced-scaffold	5692		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001108.1	Chromosome			unplaced-scaffold	5691		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001109.1	Chromosome			unplaced-scaffold	5659		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001110.1	Chromosome			unplaced-scaffold	5658		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001111.1	Chromosome			unplaced-scaffold	5644		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001112.1	Chromosome			unplaced-scaffold	5619		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001113.1	Chromosome			unplaced-scaffold	5599		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001114.1	Chromosome			unplaced-scaffold	5595		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001115.1	Chromosome			unplaced-scaffold	5593		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001116.1	Chromosome			unplaced-scaffold	5582		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001117.1	Chromosome			unplaced-scaffold	5566		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001118.1	Chromosome			unplaced-scaffold	5555		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001119.1	Chromosome			unplaced-scaffold	5550		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001120.1	Chromosome			unplaced-scaffold	5544		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001121.1	Chromosome			unplaced-scaffold	5535		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001122.1	Chromosome			unplaced-scaffold	5511		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001123.1	Chromosome			unplaced-scaffold	5507		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001124.1	Chromosome			unplaced-scaffold	5496		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001125.1	Chromosome			unplaced-scaffold	5495		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001126.1	Chromosome			unplaced-scaffold	5480		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001127.1	Chromosome			unplaced-scaffold	5472		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001128.1	Chromosome			unplaced-scaffold	5462		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001129.1	Chromosome			unplaced-scaffold	5450		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001130.1	Chromosome			unplaced-scaffold	5447		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001131.1	Chromosome			unplaced-scaffold	5440		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001132.1	Chromosome			unplaced-scaffold	5427		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001133.1	Chromosome			unplaced-scaffold	5422		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001134.1	Chromosome			unplaced-scaffold	5406		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001135.1	Chromosome			unplaced-scaffold	5401		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001136.1	Chromosome			unplaced-scaffold	5398		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001137.1	Chromosome			unplaced-scaffold	5391		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001138.1	Chromosome			unplaced-scaffold	5374		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001139.1	Chromosome			unplaced-scaffold	5373		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001140.1	Chromosome			unplaced-scaffold	5362		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001141.1	Chromosome			unplaced-scaffold	5359		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001142.1	Chromosome			unplaced-scaffold	5329		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001143.1	Chromosome			unplaced-scaffold	5324		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001144.1	Chromosome			unplaced-scaffold	5319		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001145.1	Chromosome			unplaced-scaffold	5279		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001146.1	Chromosome			unplaced-scaffold	5277		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001147.1	Chromosome			unplaced-scaffold	5271		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001148.1	Chromosome			unplaced-scaffold	5260		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001149.1	Chromosome			unplaced-scaffold	5251		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001150.1	Chromosome			unplaced-scaffold	5245		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001151.1	Chromosome			unplaced-scaffold	5244		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001152.1	Chromosome			unplaced-scaffold	5237		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001153.1	Chromosome			unplaced-scaffold	5223		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001154.1	Chromosome			unplaced-scaffold	5189		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001155.1	Chromosome			unplaced-scaffold	5186		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001156.1	Chromosome			unplaced-scaffold	5183		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001157.1	Chromosome			unplaced-scaffold	5174		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001158.1	Chromosome			unplaced-scaffold	5165		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001159.1	Chromosome			unplaced-scaffold	5159		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001160.1	Chromosome			unplaced-scaffold	5138		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001161.1	Chromosome			unplaced-scaffold	5138		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001162.1	Chromosome			unplaced-scaffold	5135		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001163.1	Chromosome			unplaced-scaffold	5131		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001164.1	Chromosome			unplaced-scaffold	5131		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001165.1	Chromosome			unplaced-scaffold	5128		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001166.1	Chromosome			unplaced-scaffold	5109		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001167.1	Chromosome			unplaced-scaffold	5108		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001168.1	Chromosome			unplaced-scaffold	5092		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001169.1	Chromosome			unplaced-scaffold	5088		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001170.1	Chromosome			unplaced-scaffold	5081		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001171.1	Chromosome			unplaced-scaffold	5073		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001172.1	Chromosome			unplaced-scaffold	5071		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001173.1	Chromosome			unplaced-scaffold	5052		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001174.1	Chromosome			unplaced-scaffold	5036		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001175.1	Chromosome			unplaced-scaffold	5030		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001176.1	Chromosome			unplaced-scaffold	5021		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001177.1	Chromosome			unplaced-scaffold	5018		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001178.1	Chromosome			unplaced-scaffold	5011		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001179.1	Chromosome			unplaced-scaffold	5004		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001180.1	Chromosome			unplaced-scaffold	4999		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001181.1	Chromosome			unplaced-scaffold	4995		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001182.1	Chromosome			unplaced-scaffold	4988		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001183.1	Chromosome			unplaced-scaffold	4966		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001184.1	Chromosome			unplaced-scaffold	4932		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001185.1	Chromosome			unplaced-scaffold	4922		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001186.1	Chromosome			unplaced-scaffold	4910		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001187.1	Chromosome			unplaced-scaffold	4887		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001188.1	Chromosome			unplaced-scaffold	4882		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001189.1	Chromosome			unplaced-scaffold	4867		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001190.1	Chromosome			unplaced-scaffold	4863		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001191.1	Chromosome			unplaced-scaffold	4862		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001192.1	Chromosome			unplaced-scaffold	4849		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001193.1	Chromosome			unplaced-scaffold	4848		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001194.1	Chromosome			unplaced-scaffold	4846		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001195.1	Chromosome			unplaced-scaffold	4837		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001196.1	Chromosome			unplaced-scaffold	4787		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001197.1	Chromosome			unplaced-scaffold	4762		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001198.1	Chromosome			unplaced-scaffold	4756		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001199.1	Chromosome			unplaced-scaffold	4755		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001200.1	Chromosome			unplaced-scaffold	4750		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001201.1	Chromosome			unplaced-scaffold	4743		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001202.1	Chromosome			unplaced-scaffold	4731		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001203.1	Chromosome			unplaced-scaffold	4720		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001204.1	Chromosome			unplaced-scaffold	4713		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001205.1	Chromosome			unplaced-scaffold	4711		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001206.1	Chromosome			unplaced-scaffold	4703		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001207.1	Chromosome			unplaced-scaffold	4697		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001208.1	Chromosome			unplaced-scaffold	4691		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001209.1	Chromosome			unplaced-scaffold	4690		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001210.1	Chromosome			unplaced-scaffold	4672		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001211.1	Chromosome			unplaced-scaffold	4670		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001212.1	Chromosome			unplaced-scaffold	4657		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001213.1	Chromosome			unplaced-scaffold	4656		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001214.1	Chromosome			unplaced-scaffold	4646		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001215.1	Chromosome			unplaced-scaffold	4639		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001216.1	Chromosome			unplaced-scaffold	4624		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001217.1	Chromosome			unplaced-scaffold	4616		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001218.1	Chromosome			unplaced-scaffold	4612		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001219.1	Chromosome			unplaced-scaffold	4609		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001220.1	Chromosome			unplaced-scaffold	4607		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001221.1	Chromosome			unplaced-scaffold	4606		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001222.1	Chromosome			unplaced-scaffold	4600		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001223.1	Chromosome			unplaced-scaffold	4591		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001224.1	Chromosome			unplaced-scaffold	4589		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001225.1	Chromosome			unplaced-scaffold	4584		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001226.1	Chromosome			unplaced-scaffold	4583		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001227.1	Chromosome			unplaced-scaffold	4581		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001228.1	Chromosome			unplaced-scaffold	4557		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001229.1	Chromosome			unplaced-scaffold	4545		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001230.1	Chromosome			unplaced-scaffold	4540		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001231.1	Chromosome			unplaced-scaffold	4528		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001232.1	Chromosome			unplaced-scaffold	4485		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001233.1	Chromosome			unplaced-scaffold	4484		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001234.1	Chromosome			unplaced-scaffold	4475		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001235.1	Chromosome			unplaced-scaffold	4463		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001236.1	Chromosome			unplaced-scaffold	4453		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001237.1	Chromosome			unplaced-scaffold	4450		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001238.1	Chromosome			unplaced-scaffold	4435		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001239.1	Chromosome			unplaced-scaffold	4434		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001240.1	Chromosome			unplaced-scaffold	4433		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001241.1	Chromosome			unplaced-scaffold	4426		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001242.1	Chromosome			unplaced-scaffold	4415		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001243.1	Chromosome			unplaced-scaffold	4412		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001244.1	Chromosome			unplaced-scaffold	4404		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001245.1	Chromosome			unplaced-scaffold	4402		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001246.1	Chromosome			unplaced-scaffold	4389		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001247.1	Chromosome			unplaced-scaffold	4386		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001248.1	Chromosome			unplaced-scaffold	4386		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001249.1	Chromosome			unplaced-scaffold	4385		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001250.1	Chromosome			unplaced-scaffold	4381		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001251.1	Chromosome			unplaced-scaffold	4373		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001252.1	Chromosome			unplaced-scaffold	4369		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001253.1	Chromosome			unplaced-scaffold	4356		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001254.1	Chromosome			unplaced-scaffold	4356		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001255.1	Chromosome			unplaced-scaffold	4356		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001256.1	Chromosome			unplaced-scaffold	4355		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001257.1	Chromosome			unplaced-scaffold	4353		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001258.1	Chromosome			unplaced-scaffold	4353		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001259.1	Chromosome			unplaced-scaffold	4346		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001260.1	Chromosome			unplaced-scaffold	4332		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001261.1	Chromosome			unplaced-scaffold	4330		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001262.1	Chromosome			unplaced-scaffold	4326		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001263.1	Chromosome			unplaced-scaffold	4325		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001264.1	Chromosome			unplaced-scaffold	4303		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001265.1	Chromosome			unplaced-scaffold	4291		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001266.1	Chromosome			unplaced-scaffold	4289		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001267.1	Chromosome			unplaced-scaffold	4265		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001268.1	Chromosome			unplaced-scaffold	4246		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001269.1	Chromosome			unplaced-scaffold	4239		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001270.1	Chromosome			unplaced-scaffold	4239		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001271.1	Chromosome			unplaced-scaffold	4225		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001272.1	Chromosome			unplaced-scaffold	4222		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001273.1	Chromosome			unplaced-scaffold	4220		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001274.1	Chromosome			unplaced-scaffold	4200		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001275.1	Chromosome			unplaced-scaffold	4183		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001276.1	Chromosome			unplaced-scaffold	4175		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001277.1	Chromosome			unplaced-scaffold	4172		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001278.1	Chromosome			unplaced-scaffold	4162		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001279.1	Chromosome			unplaced-scaffold	4158		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001280.1	Chromosome			unplaced-scaffold	4148		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001281.1	Chromosome			unplaced-scaffold	4139		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001282.1	Chromosome			unplaced-scaffold	4138		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001283.1	Chromosome			unplaced-scaffold	4137		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001284.1	Chromosome			unplaced-scaffold	4131		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001285.1	Chromosome			unplaced-scaffold	4125		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001286.1	Chromosome			unplaced-scaffold	4115		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001287.1	Chromosome			unplaced-scaffold	4094		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001288.1	Chromosome			unplaced-scaffold	4067		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001289.1	Chromosome			unplaced-scaffold	4065		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001290.1	Chromosome			unplaced-scaffold	4063		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001291.1	Chromosome			unplaced-scaffold	4063		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001292.1	Chromosome			unplaced-scaffold	4058		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001293.1	Chromosome			unplaced-scaffold	4055		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001294.1	Chromosome			unplaced-scaffold	4054		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001295.1	Chromosome			unplaced-scaffold	4053		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001296.1	Chromosome			unplaced-scaffold	4052		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001297.1	Chromosome			unplaced-scaffold	4047		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001298.1	Chromosome			unplaced-scaffold	4042		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001299.1	Chromosome			unplaced-scaffold	4042		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001300.1	Chromosome			unplaced-scaffold	4040		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001301.1	Chromosome			unplaced-scaffold	4040		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001302.1	Chromosome			unplaced-scaffold	4038		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001303.1	Chromosome			unplaced-scaffold	4036		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001304.1	Chromosome			unplaced-scaffold	4018		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001305.1	Chromosome			unplaced-scaffold	4004		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001306.1	Chromosome			unplaced-scaffold	3993		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001307.1	Chromosome			unplaced-scaffold	3988		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001308.1	Chromosome			unplaced-scaffold	3986		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001309.1	Chromosome			unplaced-scaffold	3981		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001310.1	Chromosome			unplaced-scaffold	3971		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001311.1	Chromosome			unplaced-scaffold	3963		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001312.1	Chromosome			unplaced-scaffold	3960		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001313.1	Chromosome			unplaced-scaffold	3959		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001314.1	Chromosome			unplaced-scaffold	3955		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001315.1	Chromosome			unplaced-scaffold	3951		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001316.1	Chromosome			unplaced-scaffold	3941		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001317.1	Chromosome			unplaced-scaffold	3941		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001318.1	Chromosome			unplaced-scaffold	3920		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001319.1	Chromosome			unplaced-scaffold	3915		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001320.1	Chromosome			unplaced-scaffold	3911		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001321.1	Chromosome			unplaced-scaffold	3902		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001322.1	Chromosome			unplaced-scaffold	3901		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001323.1	Chromosome			unplaced-scaffold	3895		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001324.1	Chromosome			unplaced-scaffold	3885		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001325.1	Chromosome			unplaced-scaffold	3882		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001326.1	Chromosome			unplaced-scaffold	3879		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001327.1	Chromosome			unplaced-scaffold	3840		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001328.1	Chromosome			unplaced-scaffold	3836		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001329.1	Chromosome			unplaced-scaffold	3815		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001330.1	Chromosome			unplaced-scaffold	3814		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001331.1	Chromosome			unplaced-scaffold	3811		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001332.1	Chromosome			unplaced-scaffold	3811		
